Question,Answers,Comment,Instructions,Render as
人より劣っていても、（　）と信じて努力を続ける。,跬歩して休まざれば跛鼈も千里,人より劣っていても、__跬歩して休まざれば跛鼈も千里__と信じて努力を続ける。,Type the reading!,Text
（　）と思い、努力し続けた結果成功をつかんだ。,跬歩して休まざれば跛鼈も千里,__跬歩して休まざれば跛鼈も千里__と思い、努力し続けた結果成功をつかんだ。,Type the reading!,Text
継続は力なりという。（　）で、努力の先に成功がある。,跬歩して休まざれば跛鼈も千里,継続は力なりという。__跬歩して休まざれば跛鼈も千里__で、努力の先に成功がある。,Type the reading!,Text
そんなこともしらないのか。（　）だな。,蟪蛄春秋を識らず,そんなこともしらないのか。__蟪蛄春秋を識らず__だな。,Type the reading!,Text
健太くんは、切符の買い方を知らない（　）なお坊ちゃんだ。,蟪蛄春秋を識らず,健太くんは、切符の買い方を知らない__蟪蛄春秋を識らず__なお坊ちゃんだ。,Type the reading!,Text
（　）であるともこちゃんが一人暮らしとは、不安しかない。,蟪蛄春秋を識らず,__蟪蛄春秋を識らず__であるともこちゃんが一人暮らしとは、不安しかない。,Type the reading!,Text
彼の一族は（　）なので、毎日を大事に生きている。,蟪蛄春秋を識らず,彼の一族は__蟪蛄春秋を識らず__なので、毎日を大事に生きている。,Type the reading!,Text
地球の歴史に比べれば人間は（　）で、一瞬の命だ。,蟪蛄春秋を識らず,地球の歴史に比べれば人間は__蟪蛄春秋を識らず__で、一瞬の命だ。,Type the reading!,Text
（　）というから、怠け心を起こさず小さいうちに災いの種を摘み取る。,爝火微なりと雖も卒に能く野を燎く,__爝火微なりと雖も卒に能く野を燎く__というから、怠け心を起こさず小さいうちに災いの種を摘み取る。,Type the reading!,Text
大きな禍も、（　）ように原因は小さなことだったりする。,爝火微なりと雖も卒に能く野を燎く,大きな禍も、__爝火微なりと雖も卒に能く野を燎く__ように原因は小さなことだったりする。,Type the reading!,Text
大火災の火元は煙草のポイ捨てだったが、（　）だ。,爝火微なりと雖も卒に能く野を燎く,大火災の火元は煙草のポイ捨てだったが、__爝火微なりと雖も卒に能く野を燎く__だ。,Type the reading!,Text
（　）から、瑣末なことでも丁寧に対処し大事にならないようにする。,爝火微なりと雖も卒に能く野を燎く,__爝火微なりと雖も卒に能く野を燎く__から、瑣末なことでも丁寧に対処し大事にならないようにする。,Type the reading!,Text
（　）ので、小さなことだからとゆるがせにしない。,爝火微なりと雖も卒に能く野を燎く,__爝火微なりと雖も卒に能く野を燎く__ので、小さなことだからとゆるがせにしない。,Type the reading!,Text
窮地に陥るとその人の本性が出て、（　）となる。,涇は渭を以て濁る,窮地に陥るとその人の本性が出て、__涇は渭を以て濁る__となる。,Type the reading!,Text
ヒーローもののテレビ番組は、（　）ように善悪が明白でわかりやすい。,涇は渭を以て濁る,ヒーローもののテレビ番組は、__涇は渭を以て濁る__ように善悪が明白でわかりやすい。,Type the reading!,Text
（　）ならいいけど、彼は良い人なのか悪い人なのか判然としない。,涇は渭を以て濁る,__涇は渭を以て濁る__ならいいけど、彼は良い人なのか悪い人なのか判然としない。,Type the reading!,Text
（　）輪をかけて不細工に見えてしまうのはいやなので、集合写真で美人の隣には立たない。,涇は渭を以て濁り,__涇は渭を以て濁り__輪をかけて不細工に見えてしまうのはいやなので、集合写真で美人の隣には立たない。,Type the reading!,Text
夫婦間で子供の教育方針に関して（　）、離婚騒動に発展した。,枘鑿相容れず,夫婦間で子供の教育方針に関して__枘鑿相容れず__、離婚騒動に発展した。,Type the reading!,Text
（　）喧嘩になりかけたが、話し合いの結果意見が一致した。,枘鑿相容れず,__枘鑿相容れず__喧嘩になりかけたが、話し合いの結果意見が一致した。,Type the reading!,Text
認識が（　）ミスにつながった。,枘鑿相容れず,認識が__枘鑿相容れず__ミスにつながった。,Type the reading!,Text
彼らの言っていることが（　）、どちらかが嘘をついているようだ。,枘鑿相容れず,彼らの言っていることが__枘鑿相容れず__、どちらかが嘘をついているようだ。,Type the reading!,Text
彼らの心は（　）破局となった。,枘鑿相容れず,彼らの心は__枘鑿相容れず__破局となった。,Type the reading!,Text
そのスタジアムは20××年に開場され、日本初のクラブが独自に所有しているスタジアムであり、（　）として、そのクラブと海外のチームで親善試合が行われた。,杮落とし,そのスタジアムは20××年に開場され、日本初のクラブが独自に所有しているスタジアムであり、__杮落とし__として、そのクラブと海外のチームで親善試合が行われた。,Type the reading!,Text
新しいホールの（　）に、外国の人気スターが来るそうだ。,杮落とし,新しいホールの__杮落とし__に、外国の人気スターが来るそうだ。,Type the reading!,Text
この作品は、東京国際フォーラムの（　）公演のために書き下ろされたコメディ作品である。,杮落とし,この作品は、東京国際フォーラムの__杮落とし__公演のために書き下ろされたコメディ作品である。,Type the reading!,Text
（　）には、有名芸能人や、県内の政治家が一堂に会し、舞台上から祝辞を述べた。,杮落とし,__杮落とし__には、有名芸能人や、県内の政治家が一堂に会し、舞台上から祝辞を述べた。,Type the reading!,Text
六十億円もの税金をつぎ込んだ会館の（　）の出しものに、半世紀以上も前に大成功を収めた企画で勝負する。,杮落とし,六十億円もの税金をつぎ込んだ会館の__杮落とし__の出しものに、半世紀以上も前に大成功を収めた企画で勝負する。,Type the reading!,Text
（　）には、少年野球の大会が催された。,杮落とし,__杮落とし__には、少年野球の大会が催された。,Type the reading!,Text
両親が医者でも（　）といい、頭脳明晰とは限らない。,堯の子堯ならず,両親が医者でも__堯の子堯ならず__といい、頭脳明晰とは限らない。,Type the reading!,Text
クローンじゃないので、（　）は当然のことだ。,堯の子堯ならず,クローンじゃないので、__堯の子堯ならず__は当然のことだ。,Type the reading!,Text
（　）だから、自分の子供だからできると決めつめるのは良くない。,堯の子堯ならず,__堯の子堯ならず__だから、自分の子供だからできると決めつめるのは良くない。,Type the reading!,Text
野球選手の子が全員野球選手になれるわけではない。（　）だ。,堯の子堯ならず,野球選手の子が全員野球選手になれるわけではない。__堯の子堯ならず__だ。,Type the reading!,Text
二世俳優は、親のコネをつかってある程度売れることはできるが、（　）で親を超えることはあまりない。,堯の子堯ならず,二世俳優は、親のコネをつかってある程度売れることはできるが、__堯の子堯ならず__で親を超えることはあまりない。,Type the reading!,Text
健太くんは時空を超えてきたというが、（　）話だ。,鼈が時をつくる,健太くんは時空を超えてきたというが、__鼈が時をつくる__話だ。,Type the reading!,Text
犯行時刻にアメリカにいた私が容疑者？（　）だ。何時間かかると思っているんだ。,鼈が時をつくる,犯行時刻にアメリカにいた私が容疑者？__鼈が時をつくる__だ。何時間かかると思っているんだ。,Type the reading!,Text
（　）と思われていたことを、あの偉人は可能にした。,鼈が時をつくる,__鼈が時をつくる__と思われていたことを、あの偉人は可能にした。,Type the reading!,Text
哀しみのない人生は、（　）ようにあり得ない。,鼈が時をつくる,哀しみのない人生は、__鼈が時をつくる__ようにあり得ない。,Type the reading!,Text
不可侵条約を結んでいるので、あの国が攻め込んでくることは（　）ごとしだ。,鼈が時をつくる,不可侵条約を結んでいるので、あの国が攻め込んでくることは__鼈が時をつくる__ごとしだ。,Type the reading!,Text
家族は気をつかっておいしいと言ってくれていたようで、友人に手料理をふるまったらしかめっ面をされて（　）だった。,黔驢の技,家族は気をつかっておいしいと言ってくれていたようで、友人に手料理をふるまったらしかめっ面をされて__黔驢の技__だった。,Type the reading!,Text
音楽や演出が派手なだけで、彼の手品の腕前は（　）だ。あんなの誰でもできる。,黔驢の技,音楽や演出が派手なだけで、彼の手品の腕前は__黔驢の技__だ。あんなの誰でもできる。,Type the reading!,Text
しゃべりでごまかしているが、彼女のバイオリンは（　）でストラディバリウスを持つにふさわしくない。,黔驢の技,しゃべりでごまかしているが、彼女のバイオリンは__黔驢の技__でストラディバリウスを持つにふさわしくない。,Type the reading!,Text
井の中の蛙だったので、（　）で恥をかいた。,黔驢の技,井の中の蛙だったので、__黔驢の技__で恥をかいた。,Type the reading!,Text
すごそうに見えるけど（　）なんだ。実はたいしたことはない。,黔驢の技,すごそうに見えるけど__黔驢の技__なんだ。実はたいしたことはない。,Type the reading!,Text
彼は天才ゆえに世界各国からその頭脳をねらわれ、（　）ように危険にさらされている。,麝香は臍故命をとらるる,彼は天才ゆえに世界各国からその頭脳をねらわれ、__麝香は臍故命をとらるる__ように危険にさらされている。,Type the reading!,Text
優秀な人は妬まれやすく、（　）となる。,麝香は臍故命をとらるる,優秀な人は妬まれやすく、__麝香は臍故命をとらるる__となる。,Type the reading!,Text
ユキヒョウが（　）ように、その毛皮の美しさから密漁対象になってしまっている。,麝香は臍故命をとらるる,ユキヒョウが__麝香は臍故命をとらるる__ように、その毛皮の美しさから密漁対象になってしまっている。,Type the reading!,Text
ウナギのおいしさを世界が認め始め、（　）みたいに絶滅しかけている。,麝香は臍故命をとらるる,ウナギのおいしさを世界が認め始め、__麝香は臍故命をとらるる__みたいに絶滅しかけている。,Type the reading!,Text
才能を認められたいから東京に行きたいって？（　）だから、本当に才能があればどこにいても認められるものだ。,麝あれば香し,才能を認められたいから東京に行きたいって？__麝あれば香し__だから、本当に才能があればどこにいても認められるものだ。,Type the reading!,Text
彼の才能を聞きつけてスカウトマンが大勢観戦に来たが、（　）だな。,麝あれば香し,彼の才能を聞きつけてスカウトマンが大勢観戦に来たが、__麝あれば香し__だな。,Type the reading!,Text
世界の片隅の小さな島国にいようが、（　）で必ずその才能は見出される。,麝あれば香し,世界の片隅の小さな島国にいようが、__麝あれば香し__で必ずその才能は見出される。,Type the reading!,Text
（　）だった彼は、（　）になってしまった。,麒麟児,__麒麟児__だった彼は、__十で神童十五で才子二十過ぎれば只の人__になってしまった。,Type the reading!,Text
野球選手の父の英才教育を受けてきた彼は、天賦の才もあり（　）といわれている。,麒麟児,野球選手の父の英才教育を受けてきた彼は、天賦の才もあり__麒麟児__といわれている。,Type the reading!,Text
あの子はまさに（　）で、ギフテッドとも呼ばれる。,麒麟児,あの子はまさに__麒麟児__で、ギフテッドとも呼ばれる。,Type the reading!,Text
（　）を集めて強化選手として鍛え上げる。,麒麟児,__麒麟児__を集めて強化選手として鍛え上げる。,Type the reading!,Text
ともこちゃんはIQが高く、（　）というにふさわしい子だった。,麒麟児,ともこちゃんはIQが高く、__麒麟児__というにふさわしい子だった。,Type the reading!,Text
幸せのためには、（　）（　）べきだ。,鷦鷯深林に巣くうも一枝に過ぎず,幸せのためには、__鷦鷯深林に巣くうも一枝に過ぎず____足ることを知る__べきだ。,Type the reading!,Text
地球が悲鳴を上げているので、そろそろ人類は（　）というように現状に満足すべきだ。,鷦鷯深林に巣くうも一枝に過ぎず,地球が悲鳴を上げているので、そろそろ人類は__鷦鷯深林に巣くうも一枝に過ぎず__というように現状に満足すべきだ。,Type the reading!,Text
（　）というが、人が自分の能力を見誤り高く見積もっていたら、永遠に満足しないだろう。,鷦鷯深林に巣くうも一枝に過ぎず,__鷦鷯深林に巣くうも一枝に過ぎず__というが、人が自分の能力を見誤り高く見積もっていたら、永遠に満足しないだろう。,Type the reading!,Text
分相応に幸せならそれでいい。（　）といい、満足することが多幸感につながる。,鷦鷯深林に巣くうも一枝に過ぎず,分相応に幸せならそれでいい。__鷦鷯深林に巣くうも一枝に過ぎず__といい、満足することが多幸感につながる。,Type the reading!,Text
境遇に満足し（　）と考えるべきだが、政治家が（　）国民にだけ痛みを押し付けるのであれば不満を抱くべきだ。,鷦鷯深林に巣くうも一枝に過ぎず,境遇に満足し__鷦鷯深林に巣くうも一枝に過ぎず__と考えるべきだが、政治家が__私腹を肥やし__国民にだけ痛みを押し付けるのであれば不満を抱くべきだ。,Type the reading!,Text
百人がかりでも答えが出なかったのに、（　）で彼は一瞬で答えを出した。,鷙鳥百を累ぬるも一鶚に如かず,百人がかりでも答えが出なかったのに、__鷙鳥百を累ぬるも一鶚に如かず__で彼は一瞬で答えを出した。,Type the reading!,Text
（　）といい、天才には到底かなわない。,鷙鳥百を累ぬるも一鶚に如かず,__鷙鳥百を累ぬるも一鶚に如かず__といい、天才には到底かなわない。,Type the reading!,Text
彼の才能を目の当たりにして驚愕する。（　）で、彼はまさにギフテッドだ。,鷙鳥百を累ぬるも一鶚に如かず,彼の才能を目の当たりにして驚愕する。__鷙鳥百を累ぬるも一鶚に如かず__で、彼はまさにギフテッドだ。,Type the reading!,Text
僕ら一般人には無理だが、（　）というように優秀な人には歴史を動かす力がある。,鷙鳥百を累ぬるも一鶚に如かず,僕ら一般人には無理だが、__鷙鳥百を累ぬるも一鶚に如かず__というように優秀な人には歴史を動かす力がある。,Type the reading!,Text
（　）というが、彼ひとりで百人力、いや万人力だ。,鷙鳥百を累ぬるも一鶚に如かず,__鷙鳥百を累ぬるも一鶚に如かず__というが、彼ひとりで百人力、いや万人力だ。,Type the reading!,Text
財産をめぐって兄弟が醜い争いをしているが、（　）というから協力すべきだ。,"鶺鴒原に在り,兄弟難を急にす",財産をめぐって兄弟が醜い争いをしているが、__鶺鴒原に在り、兄弟難を急にす__というから協力すべきだ。,Type the reading!,Text
（　）というから、いざという時頼りになるのは兄弟の存在だ。,"鶺鴒原に在り,兄弟難を急にす",__鶺鴒原に在り、兄弟難を急にす__というから、いざという時頼りになるのは兄弟の存在だ。,Type the reading!,Text
健太くんには弟がいるから（　）というように助け合うことができるが、ともこちゃんは一人っ子なので独力で乗り越えねばならない。,"鶺鴒原に在り,兄弟難を急にす",健太くんには弟がいるから__鶺鴒原に在り、兄弟難を急にす__というように助け合うことができるが、ともこちゃんは一人っ子なので独力で乗り越えねばならない。,Type the reading!,Text
困ったときこそ兄弟のありがたみが分かるだろう。（　）というが、兄弟力を合わせれば、困難な状況から抜け出すことができる。,"鶺鴒原に在り,兄弟難を急にす",困ったときこそ兄弟のありがたみが分かるだろう。__鶺鴒原に在り、兄弟難を急にす__というが、兄弟力を合わせれば、困難な状況から抜け出すことができる。,Type the reading!,Text
大地震の前に羊が大移動をしたというが、（　）というから無視できない。,鵲巣風の起こる所を知る,大地震の前に羊が大移動をしたというが、__鵲巣風の起こる所を知る__というから無視できない。,Type the reading!,Text
犬が異常行動をすると、（　）ように大地震の予兆と言われている。,鵲巣風の起こる所を知る,犬が異常行動をすると、__鵲巣風の起こる所を知る__ように大地震の予兆と言われている。,Type the reading!,Text
カメムシが多い年は大雪になると言われるように、（　）ことができる。,鵲巣風の起こる所を知る,カメムシが多い年は大雪になると言われるように、__鵲巣風の起こる所を知る__ことができる。,Type the reading!,Text
太平洋岸でイワシが豊漁になると、（　）みたいに地震の前触れと考えて間違いないそうだ。,鵲巣風の起こる所を知る,太平洋岸でイワシが豊漁になると、__鵲巣風の起こる所を知る__みたいに地震の前触れと考えて間違いないそうだ。,Type the reading!,Text
動物は人間よりも自然と共に生きているので、（　）人に教えてくれる。,鵲巣風の起こる所を知り,動物は人間よりも自然と共に生きているので、__鵲巣風の起こる所を知り__人に教えてくれる。,Type the reading!,Text
（　）というが、名古屋の舞妓は鯱ポーズをマスターすることが最低限必要だという。,鯱立ちも芸のうち,__鯱立ちも芸のうち__というが、名古屋の舞妓は鯱ポーズをマスターすることが最低限必要だという。,Type the reading!,Text
誰にも馬鹿にはさせない、（　）という。,鯱立ちも芸のうち,誰にも馬鹿にはさせない、__鯱立ちも芸のうち__という。,Type the reading!,Text
（　）なんだから、手品は立派な芸といえるだろう。,鯱立ちも芸のうち,__鯱立ちも芸のうち__なんだから、手品は立派な芸といえるだろう。,Type the reading!,Text
一芸を披露しようにも何も無いから、ジャニーズのようにバク転をしよう。（　）なんだから大丈夫なはずだ。,鯱立ちも芸のうち,一芸を披露しようにも何も無いから、ジャニーズのようにバク転をしよう。__鯱立ちも芸のうち__なんだから大丈夫なはずだ。,Type the reading!,Text
（　）なら変顔で笑わせるのもありかもしれない。,鯱立ちも芸のうち,__鯱立ちも芸のうち__なら変顔で笑わせるのもありかもしれない。,Type the reading!,Text
検査結果を聞くために病院に来たのだが、先生の前に座るとき、緊張して（　）しまった。,鯱張って,検査結果を聞くために病院に来たのだが、先生の前に座るとき、緊張して__鯱張って__しまった。,Type the reading!,Text
彼は、なぜだか知らないが、彼女の前で棒のように（　）しまった。,鯱張って,彼は、なぜだか知らないが、彼女の前で棒のように__鯱張って__しまった。,Type the reading!,Text
社長の前なので、会議室にいるもの全員が椅子に背をつけず、（　）座っている。,鯱張って,社長の前なので、会議室にいるもの全員が椅子に背をつけず、__鯱張って__座っている。,Type the reading!,Text
家では、やんちゃで言うことをきかない子なのに、人前では、きまって内気になり、（　）しまうのだから不思議である。,鯱張って,家では、やんちゃで言うことをきかない子なのに、人前では、きまって内気になり、__鯱張って__しまうのだから不思議である。,Type the reading!,Text
彼女は、まだ少し人見知りをしているらしく、（　）顔つきで言った。,鯱張った,彼女は、まだ少し人見知りをしているらしく、__鯱張った__顔つきで言った。,Type the reading!,Text
（　）ミーティングではないのだから、みんなリラックスしていろんな意見を交わしてくれたまえ。,鯱張った,__鯱張った__ミーティングではないのだから、みんなリラックスしていろんな意見を交わしてくれたまえ。,Type the reading!,Text
彼の様な素晴らしいお方はそうそういないよ。（　）つもりでお供したいと思っているよ。,驥尾に付す,彼の様な素晴らしいお方はそうそういないよ。__驥尾に付す__つもりでお供したいと思っているよ。,Type the reading!,Text
（　）に足る才能があると、周囲の人に認められたいと日々努力している。,驥尾に付す,__驥尾に付す__に足る才能があると、周囲の人に認められたいと日々努力している。,Type the reading!,Text
素晴らしいリーダーの（　）たおかげで、我々も素晴らしい成績を残す事が出来たよ。,驥尾に付し,素晴らしいリーダーの__驥尾に付し__たおかげで、我々も素晴らしい成績を残す事が出来たよ。,Type the reading!,Text
今回の受賞は自分一人の力だけでなく、尊敬する恩師の（　）たことによる賜物だと思っております。,驥尾に付し,今回の受賞は自分一人の力だけでなく、尊敬する恩師の__驥尾に付し__たことによる賜物だと思っております。,Type the reading!,Text
あの有名な先生の（　）たおかげで、今の自分の地位を確立できたと思っているので、本当に感謝しております。,驥尾に付し,あの有名な先生の__驥尾に付し__たおかげで、今の自分の地位を確立できたと思っているので、本当に感謝しております。,Type the reading!,Text
志があるものはWelcomeだ。（　）という。,驥を睎うの馬も亦驥の乗なり,志があるものはWelcomeだ。__驥を睎うの馬も亦驥の乗なり__という。,Type the reading!,Text
このアイドルグループを慕いこうなりたいと願うファンは、（　）のようにグループの一員である。,驥を睎うの馬も亦驥の乗なり,このアイドルグループを慕いこうなりたいと願うファンは、__驥を睎うの馬も亦驥の乗なり__のようにグループの一員である。,Type the reading!,Text
ああなりたいと思うその気持ちがあれば、（　）だ。,驥を睎うの馬も亦驥の乗なり,ああなりたいと思うその気持ちがあれば、__驥を睎うの馬も亦驥の乗なり__だ。,Type the reading!,Text
カースト上位のメンバーに入りたいと願っている君。（　）でもう仲間といえる。,驥を睎うの馬も亦驥の乗なり,カースト上位のメンバーに入りたいと願っている君。__驥を睎うの馬も亦驥の乗なり__でもう仲間といえる。,Type the reading!,Text
（　）というから、同じようになりたいと願えばいい。,驥を睎うの馬も亦驥の乗なり,__驥を睎うの馬も亦驥の乗なり__というから、同じようになりたいと願えばいい。,Type the reading!,Text
社長は自分の好き嫌いで人員配置をするから、（　）という愚かなことになる。,驥をして鼠を捕らしむ,社長は自分の好き嫌いで人員配置をするから、__驥をして鼠を捕らしむ__という愚かなことになる。,Type the reading!,Text
計算が得意な彼を経理から外すとは、（　）だ。,驥をして鼠を捕らしむ,計算が得意な彼を経理から外すとは、__驥をして鼠を捕らしむ__だ。,Type the reading!,Text
運動部の上下関係は、先輩が優位で優秀な一年生に（　）ことになりかねない。,驥をして鼠を捕らしむ,運動部の上下関係は、先輩が優位で優秀な一年生に__驥をして鼠を捕らしむ__ことになりかねない。,Type the reading!,Text
彼を閑職に追いやるのは（　）だ。会社にとって大損失になる。,驥をして鼠を捕らしむ,彼を閑職に追いやるのは__驥をして鼠を捕らしむ__だ。会社にとって大損失になる。,Type the reading!,Text
適材適所を心がけないと（　）となる。,驥をして鼠を捕らしむ,適材適所を心がけないと__驥をして鼠を捕らしむ__となる。,Type the reading!,Text
自分は平凡だからとあきらめてしまわないで、（　）というのだから、努力してみようと思う。,"驥は一日にして千里なるも,駑馬も十駕すれば之に及ぶ",自分は平凡だからとあきらめてしまわないで、__驥は一日にして千里なるも、駑馬も十駕すれば之に及ぶ__というのだから、努力してみようと思う。,Type the reading!,Text
兄はそれほど運動が得意ではなかったけれど、（　）と言ってトレーニングを続けて、とうとう優勝することができた。,"驥は一日にして千里なるも,駑馬も十駕すれば之に及ぶ",兄はそれほど運動が得意ではなかったけれど、__驥は一日にして千里なるも、駑馬も十駕すれば之に及ぶ__と言ってトレーニングを続けて、とうとう優勝することができた。,Type the reading!,Text
彼は毎日少しずつ距離を伸ばしながら練習を続けて、新記録を達成することができた。成功した秘訣を聞くと、（　）ということだよ、と話してくれた。,"驥は一日にして千里なるも,駑馬も十駕すれば之に及ぶ",彼は毎日少しずつ距離を伸ばしながら練習を続けて、新記録を達成することができた。成功した秘訣を聞くと、__驥は一日にして千里なるも、駑馬も十駕すれば之に及ぶ__ということだよ、と話してくれた。,Type the reading!,Text
戦争で勝つ国は、（　）ようにいずれ自滅する。,"驟戦えば則ち民罷れ,驟勝てば主驕る",戦争で勝つ国は、__驟戦えば則ち民罷れ、驟勝てば主驕る__ようにいずれ自滅する。,Type the reading!,Text
（　）というので、あの国の支配もそう長くは続かないだろう。,"驟戦えば則ち民罷れ,驟勝てば主驕る",__驟戦えば則ち民罷れ、驟勝てば主驕る__というので、あの国の支配もそう長くは続かないだろう。,Type the reading!,Text
戦争は人の心を狂わせ疲弊させる。（　）ので、勝った国も負けた国も滅びの道を行く。,"驟戦えば則ち民罷れ,驟勝てば主驕る",戦争は人の心を狂わせ疲弊させる。__驟戦えば則ち民罷れ、驟勝てば主驕る__ので、勝った国も負けた国も滅びの道を行く。,Type the reading!,Text
（　）、国民どころか世界が物価高騰で疲弊している。,"驟戦えば則ち民罷れ,驟勝てば主驕り",__驟戦えば則ち民罷れ、驟勝てば主驕り__、国民どころか世界が物価高騰で疲弊している。,Type the reading!,Text
（　）不幸な道を歩むので戦争はやめた方が良い。,"驟戦えば則ち民罷れ,驟勝てば主驕り",__驟戦えば則ち民罷れ、驟勝てば主驕り__不幸な道を歩むので戦争はやめた方が良い。,Type the reading!,Text
こんなはずじゃなかったのに。（　）うまくいかなくて落ち込む。,騅逝かず,こんなはずじゃなかったのに。__騅逝かず__うまくいかなくて落ち込む。,Type the reading!,Text
ロシア軍が（　）苦しんでいるが、早く撤退すればいいのに。,騅逝かず,ロシア軍が__騅逝かず__苦しんでいるが、早く撤退すればいいのに。,Type the reading!,Text
事業を拡大したばっかりに（　）、会社を危機に陥れた。,騅逝かず,事業を拡大したばっかりに__騅逝かず__、会社を危機に陥れた。,Type the reading!,Text
（　）崖っぷちだったが、そこに救いの神が現れた。,騅逝かず,__騅逝かず__崖っぷちだったが、そこに救いの神が現れた。,Type the reading!,Text
来るはずの援軍が来ず、（　）となった。,騅逝かず,来るはずの援軍が来ず、__騅逝かず__となった。,Type the reading!,Text
（　）で、引退してから彼は現役時代の姿を（　）。,騏驎も老いては駑馬に劣る,__騏驎も老いては駑馬に劣る__で、引退してから彼は現役時代の姿を__見る影も無い__。,Type the reading!,Text
（　）というのだから、いつまでも天狗でいられない。,騏驎も老いては駑馬に劣る,__騏驎も老いては駑馬に劣る__というのだから、いつまでも天狗でいられない。,Type the reading!,Text
いつかは後輩に席を譲るつもりだよ。自分で言うのもなんだが、（　）というからね。,騏驎も老いては駑馬に劣る,いつかは後輩に席を譲るつもりだよ。自分で言うのもなんだが、__騏驎も老いては駑馬に劣る__というからね。,Type the reading!,Text
