Question,Answers,Comment,Instructions,Render as
__ノドモト__過ぎれば熱さを忘れる,喉元,__喉元__過ぎれば熱さを忘れる,漢字を入力してください,Text
物見__ユサン__に出かける,遊山,物見__遊山__に出かける,漢字を入力してください,Text
__キンパク__した空気に包まれる。,緊迫,__緊迫__した空気に包まれる。,漢字を入力してください,Text
材料を__タケグシ__に刺す。,竹串,材料を__竹串__に刺す。,漢字を入力してください,Text
__カイキン__シャツを着る。,開襟,__開襟__シャツを着る,漢字を入力してください,Text
企業熱が__ボッコウ__した。,勃興,企業熱が__勃興__した。,漢字を入力してください,Text
将来を__ユウグ__する,憂惧,将来を__ユウグ__する,漢字を入力してください,Text
戦争によって__コウハイ__した土地。,荒廃,戦争によって__荒廃__した土地。,漢字を入力してください,Text
道理を__エトク__する,会得,道理を__会得__する,漢字を入力してください,Text
全体を__ホウカツ__して扱う,包括,全体を__包括__して扱う,漢字を入力してください,Text
__ジュバク__を解く,呪縛,__呪縛__を解く,漢字を入力してください,Text
つまらない事に__コウデイ__しない。,拘泥,つまらない事に__拘泥__しない。,漢字を入力してください,Text
息子を__コンコン__と諭す,懇懇,息子を__懇懇__と諭す,漢字を入力してください,Text
堂々たる__フウボウ__。,風貌,堂々たる__風貌__。,漢字を入力してください,Text
友人を招いて__シュクエン__を開く,祝宴,友人を招いて__祝宴__を開く,漢字を入力してください,Text
__キセイ__事実を作る,既成,__既成__事実を作る,漢字を入力してください,Text
息子を__デキアイ__する,溺愛,息子を__溺愛__する,漢字を入力してください,Text
登山時は__セッケイ__に注意が必要だ,雪渓,登山時は__雪渓__に注意が必要だ,漢字を入力してください,Text
発言を__テッカイ__する,撤回,発言を__撤回__する,漢字を入力してください,Text
__スナアラシ__に襲われる。,砂嵐,__砂嵐__に襲われる。,漢字を入力してください,Text
ホルモンが__ブンピツ__される,分泌,ホルモンが__分泌__される,漢字を入力してください,Text
水酸化ナトリウムは__カセイ__ソーダとも呼ばれる,苛性,水酸化ナトリウムは__苛性__ソーダとも呼ばれる,漢字を入力してください,Text
__カマクビ__をもたげる。,鎌首,__鎌首__をもたげる。,漢字を入力してください,Text
銀行から__キンカイ__が盗まれた,金塊,銀行から__金塊__が盗まれた,漢字を入力してください,Text
__シュンジュウ__に富む,春秋,__春秋__に富む,漢字を入力してください,Text
__カンキャク__できない状況。,閑却,__閑却__できない状況。,漢字を入力してください,Text
__シュツラン__の誉れ高い弟子。,出藍,__出藍__の誉れ高い弟子。,漢字を入力してください,Text
__リョウユウ__並び立たず,両雄,__両雄__並び立たず,漢字を入力してください,Text
__カンメン__を製造する,乾麺,__乾麺__を製造する,漢字を入力してください,Text
資金集めに__キョウホン__する。,狂奔,資金集めに__狂奔__する。,漢字を入力してください,Text
__フソン__な態度,不遜,__不遜__な態度,漢字を入力してください,Text
御__シッセイ__を仰ぐ,叱正,御__叱正__を仰ぐ,漢字を入力してください,Text
__インコウ__を痛める。,咽喉,__咽喉__を痛める。,漢字を入力してください,Text
__ハイオク__同然の建物,廃屋,__廃屋__同然の建物,漢字を入力してください,Text
子どもたちが集まって__ワラベウタ__を歌う,童歌,子どもたちが集まって__童歌__を歌う,漢字を入力してください,Text
__ニセ__の名前を名乗る。,偽,__偽__の名前を名乗る。,漢字を入力してください,Text
__スンゲキ__を狙う,寸隙,__寸隙__を狙う,漢字を入力してください,Text
__ヤミヨ__に目あり。,闇夜,__闇夜__に目あり。,漢字を入力してください,Text
__ロウバシン__ながら申し上げます,老婆心,__老婆心__ながら申し上げます,漢字を入力してください,Text
海底から船の__ザンガイ__が引き上げられた。,残骸,海底から船の__残骸__が引き上げられた。,漢字を入力してください,Text
賃金を__ソキュウ__して支払う。,溯及,賃金を__溯及__して支払う。,漢字を入力してください,Text
__コカンセツ__が痛い,股関節,__股関節__が痛い,漢字を入力してください,Text
時間の都合で__カツアイ__する。,割愛,時間の都合で__割愛__する。,漢字を入力してください,Text
障害物を避けるために__センカイ__する,旋回,障害物を避けるために__旋回__する,漢字を入力してください,Text
__モウキ__の浮木,盲亀,__盲亀__の浮木,漢字を入力してください,Text
地獄の__サタ__も金次第,沙汰,地獄の__沙汰__も金次第,漢字を入力してください,Text
__コツズイ__を移植する,骨髄,__骨髄__を移植する,漢字を入力してください,Text
__サンカクキン__を使った応急処置,三角巾,__三角巾__を使った応急処置,漢字を入力してください,Text
アイドルの恋愛は__ゴハット__だ,御法度,アイドルの恋愛は__御法度__だ,漢字を入力してください,Text
食物を__ガンミ__する,玩味,食物を__玩味__する,漢字を入力してください,Text
火事の原因は__ロウデン__だった,漏電,火事の原因は__漏電__だった,漢字を入力してください,Text
生活の__キュウジョウ__を訴える,窮状,生活の__窮状__を訴える,漢字を入力してください,Text
大声で__キョウカク__する,脅嚇,大声で__脅嚇__する,漢字を入力してください,Text
__ジョウルリ__を語る,浄瑠璃,__浄瑠璃__を語る,漢字を入力してください,Text
ピアノの__バンソウ__に合わせて歌う,伴奏,ピアノの__伴奏__に合わせて歌う,漢字を入力してください,Text
フェリーで__エヒメ__に行く。,愛媛,フェリーで__愛媛__に行く。,漢字を入力してください,Text
__メイド__の道に王はなし。,冥土,__冥土__の道に王はなし。,漢字を入力してください,Text
__バイシャク__の労をとる。,媒酌,__媒酌__の労をとる。,漢字を入力してください,Text
__ソウチョウ__な式典,荘重,__荘重__な式典,漢字を入力してください,Text
死ぬか生きるかの__セトギワ__だ。,瀬戸際,死ぬか生きるかの__瀬戸際__だ。,漢字を入力してください,Text
セシュと業者,施主,__施主__と業者,漢字を入力してください,Text
雨で__ソッコウ__から水があふれる,側溝,雨で__側溝__から水があふれる,漢字を入力してください,Text
下絵の通りに版木を__ホ__る,彫,下絵の通りに版木を__彫__る,漢字を入力してください,Text
__カンヨウ__句として広く使われる,慣用,__慣用__句として広く使われる,漢字を入力してください,Text
団体旅行の__テンジョウ__員を務める,添乗,団体旅行の__添乗__員を務める,漢字を入力してください,Text
雨を__オカ__して出発した。,冒,雨を__冒__して出発した。,漢字を入力してください,Text
卒業生が__シャオン__会を主催する,謝恩,卒業生が__謝恩__会を主催する,漢字を入力してください,Text
動力の伝達量を__ゼンゾウ__させる,漸増,動力の伝達量を__漸増__させる,漢字を入力してください,Text
__ギグ__の念を抱く,疑惧,__疑惧__の念を抱く,漢字を入力してください,Text
__カラツ__な反論,苛辣,__苛辣__な反論,漢字を入力してください,Text
あの話は__マユツバモノ__だ,眉唾物,あの話は__眉唾物__だ,漢字を入力してください,Text
消毒のために__シャフツ__した,煮沸,消毒のために__煮沸__した,漢字を入力してください,Text
__ホウヨク__な土地,豊沃,__豊沃__な土地,漢字を入力してください,Text
__シュクゼン__とした雰囲気。,粛然,__粛然__とした雰囲気。,漢字を入力してください,Text
__セイヤクショ__にサインする,誓約書,__誓約書__にサインする,漢字を入力してください,Text
馬を__タヅナ__で引く,手綱,馬を__手綱__で引く,漢字を入力してください,Text
成功を__カツボウ__する。,渇望,成功を__渇望__する。,漢字を入力してください,Text
日本の歴史を__ハンセツ__する,汎説,日本の歴史を__汎説__する,漢字を入力してください,Text
銃の__ツツサキ__,筒先,銃の__筒先__,漢字を入力してください,Text
作家になる夢を__テイネン__した。,諦念,作家になる夢を__諦念__した。,漢字を入力してください,Text
__トシハ__もいかない子ども,年端,__年端__もいかない子ども,漢字を入力してください,Text
__アテサキ__を確認する,宛先,__宛先__を確認する,漢字を入力してください,Text
__センチャ__を飲む。,煎茶,__煎茶__を飲む。,漢字を入力してください,Text
出産祝いに__ウブギ__を送る,産着,出産祝いに__産着__を送る,漢字を入力してください,Text
三週間の入院で__ヘイユ__した。,平癒,三週間の入院で__平癒__した。,漢字を入力してください,Text
相手のマナーの悪さに__ゲンメツ__した,幻滅,相手のマナーの悪さに__幻滅__した,漢字を入力してください,Text
__フゼイ__のある古民家,風情,__風情__のある古民家,漢字を入力してください,Text
__メジリ__を下げる,目尻,__目尻__を下げる,漢字を入力してください,Text
記事を__ショウヤク__する。,抄訳,記事を__抄訳__する。,漢字を入力してください,Text
物事の__ゼンボウ__を明らかにする,全貌,物事の__全貌__を明らかにする,漢字を入力してください,Text
神社に__サンケイ__する,参詣,神社に__参詣__する,漢字を入力してください,Text
__ツマサキ__で立つ,爪先,__爪先__で立つ,漢字を入力してください,Text
__ヤキンガク__を学ぶ,冶金学,__冶金学__を学ぶ,漢字を入力してください,Text
戦いの__ヒブタ__を切る,火蓋,戦いの__火蓋__を切る,漢字を入力してください,Text
大仏の表面は__ロクショウ__に覆われている,緑青,大仏の表面は__緑青__に覆われている,漢字を入力してください,Text
__ホオゲタ__をたたく,頬桁,__頬桁__をたたく,漢字を入力してください,Text
優勝旗を__ダッカン__する,奪還,優勝旗を__奪還__する,漢字を入力してください,Text
__ガンケン__な身体を持っている。,頑健,__頑健__な身体を持っている。,漢字を入力してください,Text
__チマナコ__になって探す。,血眼,__血眼__になって探す。,漢字を入力してください,Text
__エンコン__による事件と判明した,怨恨,__怨恨__による事件と判明した,漢字を入力してください,Text
__シリモチ__をつく,尻餅,__尻餅__をつく,漢字を入力してください,Text
敵軍の__ガジョウ__に迫る,牙城,敵軍の__牙城__に迫る,漢字を入力してください,Text
__マクツ__に足を踏み入れた,魔窟,__魔窟__に足を踏み入れた,漢字を入力してください,Text
__ショダナ__に本を戻す,書棚,__書棚__に本を戻す,漢字を入力してください,Text
世界一周の__ソウト__を抱く。,壮図,世界一周の__壮図__を抱く。,漢字を入力してください,Text
経営は__ドンブリカンジョウ__では成功しない。,丼勘定,経営は__丼勘定__では成功しない。,漢字を入力してください,Text
__セキ__として声なし。,寂,__寂__として声なし。,漢字を入力してください,Text
川辺に__カバシラ__が立つ。,蚊柱,川辺に__蚊柱__が立つ。,漢字を入力してください,Text
__クウゲキ__を埋める。,空隙,__空隙__を埋める。,漢字を入力してください,Text
悪党を__セイバツ__する,征伐,悪党を__征伐__する,漢字を入力してください,Text
一族の長老として__ソンスウ__を集める,尊崇,一族の長老として__尊崇__を集める,漢字を入力してください,Text
__シュウオ__の心。,羞悪,__羞悪__の心。,漢字を入力してください,Text
窓を閉めて__シャオン__する,遮音,窓を閉めて__遮音__する,漢字を入力してください,Text
法令を__カイハイ__する。,改廃,法令を__改廃__する。,漢字を入力してください,Text
__シタツヅミ__を打つ,舌鼓,__シタツヅミ__を打つ,漢字を入力してください,Text
__カギアナ__を隠す。,鍵穴,__鍵穴__を隠す。,漢字を入力してください,Text
仏道に__キエ__する,帰依,仏道に__帰依__する,漢字を入力してください,Text
__ガクカンセツ__症を治療する。,顎関節,__顎関節__症を治療する。,漢字を入力してください,Text
つい__マ__が差してしまった。,魔,つい__魔__が差してしまった。,漢字を入力してください,Text
__キュウチ__に追い込まれる,窮地,__窮地__に追い込まれる,漢字を入力してください,Text
__ツイカンバン__ヘルニアの治療を受ける。,椎間板,__椎間板__ヘルニアの治療を受ける。,漢字を入力してください,Text
__カイショタイ__の書き方を学ぶ,楷書体,__楷書体__の書き方を学ぶ,漢字を入力してください,Text
魚が河川を__ソジョウ__する,遡上,魚が河川を__遡上__する,漢字を入力してください,Text
__チョウバ__を浴びせる,嘲罵,__嘲罵__を浴びせる,漢字を入力してください,Text
__ユウヤミ__の中を歩く。,夕闇,__夕闇__の中を歩く。,漢字を入力してください,Text
__バセイ__を浴びせる,罵声,__罵声__を浴びせる,漢字を入力してください,Text
侵入を__ミズギワ__で食い止める,水際,侵入を__水際__で食い止める,漢字を入力してください,Text
__ミョウガ__に余る,冥加,__冥加__に余る,漢字を入力してください,Text
品物が__フッテイ__している,払底,品物が__払底__している,漢字を入力してください,Text
__セイシュク__に願います。,静粛,__静粛__に願います。,漢字を入力してください,Text
__トコナツ__の国,常夏,__常夏__の国,漢字を入力してください,Text
__ウブゲ__が生えてきた,産毛,__産毛__が生えてきた,漢字を入力してください,Text
__ザイゴウ__を重ねる。,罪業,__罪業__を重ねる。,漢字を入力してください,Text
他人の行為を__ジャスイ__する,邪推,他人の行為を__邪推__する,漢字を入力してください,Text
__コクウ__に消える,虚空,__虚空__に消える,漢字を入力してください,Text
__クズユ__を飲む,葛湯,__葛湯__を飲む,漢字を入力してください,Text
__ダンガイ__絶壁に咲く花。,断崖,__断崖__絶壁に咲く花。,漢字を入力してください,Text
犯人の__ソウセキ__を失った。,踪跡,犯人の__踪跡__を失った。,漢字を入力してください,Text
ランプが__テンメツ__している,点滅,ランプが__点滅__している,漢字を入力してください,Text
__タンセキ__に迫る,旦夕,__旦夕__に迫る,漢字を入力してください,Text
周りに__シッシ__される。,嫉視,周りに__嫉視__される。,漢字を入力してください,Text
一週間の__ダンジキ__を始める,断食,一週間の__断食__を始める,漢字を入力してください,Text
試験に__ヒンシュツ__する問題。,頻出,試験に__頻出__する問題。,漢字を入力してください,Text
このゲームは__ヤオチョウ__だ。,八百長,このゲームは__八百長__だ。,漢字を入力してください,Text
__シュウタンバ__を演じる,愁嘆場,__愁嘆場__を演じる,漢字を入力してください,Text
ぜひ__セッタク__へお越し下さい。,拙宅,ぜひ__拙宅__へお越し下さい。,漢字を入力してください,Text
近所では有名な__アイビョウ__家だ。,愛猫,近所では有名な__愛猫__家だ。,漢字を入力してください,Text
呉服屋で__タンモノ__を買った。,反物,呉服屋で__反物__を買った。,漢字を入力してください,Text
__カイケイ__の恥。,会稽,__会稽__の恥。,漢字を入力してください,Text
手も足も出ず__ザンパイ__した,惨敗,手も足も出ず__惨敗__した,漢字を入力してください,Text
__アイイロ__のカーテン,藍色,__藍色__のカーテン,漢字を入力してください,Text
作物が__ソウガイ__の被害を受ける。,霜害,作物が__霜害__の被害を受ける。,漢字を入力してください,Text
台風の__ツメアト__。,爪痕,台風の__爪痕__。,漢字を入力してください,Text
今日はとんだ__ヤクビ__だ,厄日,今日はとんだ__厄日__だ,漢字を入力してください,Text
__ショウビ__の急を要する,焦眉,__焦眉__の急を要する,漢字を入力してください,Text
__シュウカ__敵せず,衆寡,__衆寡__敵せず,漢字を入力してください,Text
たぐいまれなる__ケツブツ__だ,傑物,たぐいまれなる__傑物__だ,漢字を入力してください,Text
弾を__ソウテン__する,装填,弾を__装填__する,漢字を入力してください,Text
__コウズカ__の間で人気の品だ,好事家,__好事家__の間で人気の品だ,漢字を入力してください,Text
隣人に__エシャク__してすれ違った,会釈,隣人に__会釈__してすれ違った,漢字を入力してください,Text
__ユメマクラ__に立つ,夢枕,__夢枕__に立つ,漢字を入力してください,Text
乾杯の__オンド__を取る,音頭,乾杯の__音頭__を取る,漢字を入力してください,Text
霊山浄土に__オウケイ__することができる。,往詣,霊山浄土に__往詣__することができる。,漢字を入力してください,Text
__キャタツ__に登る。,脚立,__脚立__に登る。,漢字を入力してください,Text
__カマメシ__のおいしいお店,釜飯,__釜飯__のおいしいお店,漢字を入力してください,Text
人前で__チョウロウ__を受ける,嘲弄,人前で__嘲弄__を受ける,漢字を入力してください,Text
__スキヤ__造りの家,数寄屋,__数寄屋__造りの家,漢字を入力してください,Text
__ハクセイの__鳥,剥製,__剥製__の鳥,漢字を入力してください,Text
__クセ__のある字で読みにくい。,癖,__癖__のある字で読みにくい。,漢字を入力してください,Text
__ガダン__の重鎮として一目置かれている,画壇,__画壇__の重鎮として一目置かれている,漢字を入力してください,Text
__ソソノカ__されていたずらをする。,唆,__唆__されていたずらをする。,漢字を入力してください,Text
町の__ガロウ__を借りて作品を展示する。,画廊,町の__画廊__を借りて作品を展示する。,漢字を入力してください,Text
__キンミツ__な関係を保持する。,緊密,__緊密__な関係を保持する。,漢字を入力してください,Text
実績はないが__アナド__れないチームだ。,侮,実績はないが__侮__れないチームだ。,漢字を入力してください,Text
出張の旅費が__ガイサン__で渡された。,概算,出張の旅費が__概算__で渡された。,漢字を入力してください,Text
高原の秋を__マンキツ__する,満喫,高原の秋を__満喫__する,漢字を入力してください,Text
__ジャッカン__二十歳で栄誉を手中にした,弱冠,__弱冠__二十歳で栄誉を手中にした,漢字を入力してください,Text
不意の来客で__アワ__てた,慌,不意の来客で__慌__てた,漢字を入力してください,Text
難題の解決に__クリョ__する,苦慮,難題の解決に__苦慮__する,漢字を入力してください,Text
不安と期待が__コウサク__する,交錯,不安と期待が__交錯__する,漢字を入力してください,Text
おいしいコーヒーを出す__キッサ__店だ,喫茶,おいしいコーヒーを出す__喫茶__店だ,漢字を入力してください,Text
盆栽の枝を針金で__タ__める,矯,盆栽の枝を針金で__矯__める,漢字を入力してください,Text
文壇への__トウリュウモン__とされる賞だ,登竜門,文壇への__登竜門__とされる賞だ,漢字を入力してください,Text
万事、__イロウ__のないよう努める。,遺漏,万事、__遺漏__のないよう努める。,漢字を入力してください,Text
__シュウギ__袋に筆で名前を書く,祝儀,__祝儀__袋に筆で名前を書く,漢字を入力してください,Text
係りの人は__アイソ__よく応対した,愛想,係りの人は__愛想__よく応対した,漢字を入力してください,Text
__ツツシ__んでお受けいたします。,謹,__謹__んでお受けいたします。,漢字を入力してください,Text
会員数は__ゼンジ__増加している。,漸次,会員数は__漸次__増加している。,漢字を入力してください,Text
雨が__ナグ__りつけるように窓を打っている。,殴,雨が__殴__りつけるように窓を打っている。,漢字を入力してください,Text
不公平な措置に__イキドオ__りを覚える。,憤,不公平な措置に__憤__りを覚える。,漢字を入力してください,Text
熱があるのか顔が__ホテ__る。,火照,熱があるのか顔が__火照__る。,漢字を入力してください,Text
__チュウシン__よりおわび申し上げます。,衷心,__衷心__よりおわび申し上げます。,漢字を入力してください,Text
実に__ホンポウ__な性格の人だ。,奔放,実に__奔放__な性格の人だ。,漢字を入力してください,Text
試合後、選手を__イロウ__した。,慰労,試合後、選手を__慰労__した。,漢字を入力してください,Text
網にかかったのは__ザコ__ばかりだ。,雑魚,網にかかったのは__雑魚__ばかりだ。,漢字を入力してください,Text
金銭に__ケッペキ__な人だった。,潔癖,金銭に__潔癖__な人だった。,漢字を入力してください,Text
速やかに予算案を__シンギ__する,審議,速やかに予算案を__審議__する,漢字を入力してください,Text
__アヤマ__ちを素直にわびた。,過,__過__ちを素直にわびた。,漢字を入力してください,Text
今までの活動を__ソウカツ__する,総括,今までの活動を__総括__する,漢字を入力してください,Text
会場は__サツバツ__とした雰囲気だった。,殺伐,会場は__殺伐__とした雰囲気だった。,漢字を入力してください,Text
実物に__コクジ__した複製品だ,酷似,実物に__酷似__した複製品だ,漢字を入力してください,Text
__シセイ__にある人々の生活を描く,市井,__市井__にある人々の生活を描く,漢字を入力してください,Text
賓客を__マッチャ__でもてなす。,抹茶,賓客を__抹茶__でもてなす。,漢字を入力してください,Text
父と__カマバ__の見学に行く。,窯場,父と__窯場__の見学に行く。,漢字を入力してください,Text
制裁を加えて悪を__コ__らしめる。,懲,制裁を加えて悪を__懲__らしめる。,漢字を入力してください,Text
__キャクイン__がみられる詩だ。,脚韻,__脚韻__がみられる詩だ。,漢字を入力してください,Text
__オウヘイ__な態度に腹を立てる。,横柄,__横柄__な態度に腹を立てる。,漢字を入力してください,Text
大豆を__アッサク__機にかける。,圧搾,大豆を__圧搾__機にかける。,漢字を入力してください,Text
客を客を__ネンゴロニ__もてなす。,懇ろに,客を客を__懇ろに__もてなす。,漢字を入力してください,Text
ひもで__ユワエ__て束にする。,結わえる,ひもで__結わえ__て束にする。,漢字を入力してください,Text
__シイタゲラレ__た民衆の怒りが爆発する。,虐げられ,__虐げられ__た民衆の怒りが爆発する。,漢字を入力してください,Text
__ハナハダ__もって遺憾な話だ。,甚だ,__甚だ__もって遺憾な話だ。,漢字を入力してください,Text
祖母は和服を手早く__タタム__,畳む,祖母は和服を手早く__畳む__,漢字を入力してください,Text
生命を__オビヤカス__危険性がある。,脅かす,生命を__脅かす__危険性がある。,漢字を入力してください,Text
体力の__オトロエ__を防ぐ。,衰え,体力の__衰え__を防ぐ。,漢字を入力してください,Text
不摂生を__イマシメル__。,戒める,不摂生を__戒める__。,漢字を入力してください,Text
__サビレ__た古寺を訪ねる。,寂れ,__寂れ__た古寺を訪ねる。,漢字を入力してください,Text
__カロウジテ__合格圏内にいる。,辛うじて,__辛うじて__合格圏内にいる。,漢字を入力してください,Text
両親の__イツクシミ__を受けて育つ。,慈しみ,両親の__慈しみ__を受けて育つ。,漢字を入力してください,Text
__ナゴヤカナ__雰囲気のうちに終わった。,和やかな,__和やかな__雰囲気のうちに終わった。,漢字を入力してください,Text
いつの間にか金が__ツイエル__。,費える,いつの間にか金が__費える__。,漢字を入力してください,Text
行方不明者を__アワレム__。,哀れむ,行方不明者を__哀れむ__。,漢字を入力してください,Text
新しい任地に__オモムイ__た。,赴い,新しい任地に__赴い__た。,漢字を入力してください,Text
薬で痛みを__シズメ__て様子をみる。,鎮め,薬で痛みを__鎮め__て様子をみる。,漢字を入力してください,Text
__オゴソカニ__祝詞をきく。,厳かに,__厳かに__祝詞をきく。,漢字を入力してください,Text
傷口を包帯で__シバッ__た。,縛ばっ,傷口を包帯で__縛っ__た。,漢字を入力してください,Text
暇に__アカシ__て遊び回る。,飽かし,暇に__飽かし__て遊び回る。,漢字を入力してください,Text
