Question,Answers,Comment,Instructions,Render as
類義・重視,尊重,,類義,Text
類義・前途,将来,,類義,Text
類義・釈明,弁解,,類義,Text
類義・実績,成果,,類義,Text
類義・心配,憂慮,,類義,Text
類義・偽作,模造,,類義,Text
類義・会釈,挨拶,,類義,Text
類義・壮挙,雄図,,類義,Text
類義・注意,用心,,類義,Text
類義・余剰,余分,,類義,Text
類義・消息,沙汰,,類義,Text
類義・逝去,死亡,,類義,Text
類義・親類,縁者,,類義,Text
類義・克明,入念,,類義,Text
類義・抄録,抜粋,,類義,Text
類義・特有,独自,,類義,Text
類義・承知,了解,,類義,Text
類義・豊富,潤沢,,類義,Text
類義・遺憾,残念,,類義,Text
類義・困窮,貧乏,,類義,Text
類義・親睦,懇親,,類義,Text
類義・捻出,工面,,類義,Text
類義・肯定,是認,,類義,Text
類義・良風,美俗,,類義,Text
類義・流浪,漂泊,,類義,Text
類義・諦念,観念,,類義,Text
類義・粗悪,悪質,,類義,Text
類義・双方,両者,,類義,Text
類義・意図,魂胆,,類義,Text
類義・疑惑,不審,,類義,Text
類義・借金,負債,,類義,Text
類義・素直,純朴,,類義,Text
類義・満悦,愉悦,,類義,Text
類義・心酔,傾倒,,類義,Text
類義・冠省,前略,,類義,Text
類義・中枢,核心,,類義,Text
類義・絶壁,懸崖,,類義,Text
類義・親友,知己,,類義,Text
類義・接待,応対,,類義,Text
類義・明白,歴然,,類義,Text
類義・根絶,撲滅,,類義,Text
類義・敬服,感心,,類義,Text
類義・大要,概略,,類義,Text
類義・失望,落胆,,類義,Text
類義・安泰,平穏,,類義,Text
類義・懸念,心配,,類義,Text
類義・唐突,不意,,類義,Text
類義・利発,賢明,,類義,Text
類義・奔走,尽力,,類義,Text
類義・遠路,長途,,類義,Text
類義・往生,死去,,類義,Text
類義・重宝,便利,,類義,Text
類義・嘱望,期待,,類義,Text
類義・道徳,倫理,,類義,Text
類義・架空,虚構,,類義,Text
類義・介抱,看護,,類義,Text
類義・援護,扶助,,類義,Text
類義・永劫,恒久,,類義,Text
類義・辛苦,苦労,,類義,Text
類義・傑物,偉人,,類義,Text
類義・梗概,粗筋,,類義,Text
類義・普請,工事,,類義,Text
類義・陳列,展示,,類義,Text
類義・歴然,顕著,,類義,Text
類義・手柄,功績,,類義,Text
類義・卓越,抜群,,類義,Text
類義・丹念,克明,,類義,Text
類義・辛酸,苦難,,類義,Text
類義・功名,殊勲,,類義,Text
類義・紛糾,混乱,,類義,Text
類義・星霜,歳月,,類義,Text
類義・深慮,深思,,類義,Text
類義・莫大,甚大,,類義,Text
類義・誘導,案内,,類義,Text
類義・技量,手腕,,類義,Text
類義・良俗,美風,,類義,Text
類義・機転,才覚,,類義,Text
類義・名誉,光栄,,類義,Text
類義・愚行,痴態,,類義,Text
類義・懲戒,処罰,,類義,Text
類義・役人,官吏,,類義,Text
類義・適切,妥当,,類義,Text
類義・期待,失望,,類義,Text
類義・爽涼,清涼,,類義,Text
類義・盛衰,興廃,,類義,Text
類義・承認,許可,,類義,Text
類義・未熟,幼稚,,類義,Text
類義・傑出,卓抜,,類義,Text
類義・退治,征伐,,類義,Text
類義・談判,折衝,,類義,Text
類義・横着,怠慢,,類義,Text
類義・報酬,手当,,類義,Text
類義・回復,治癒,,類義,Text
類義・勘定,計算,,類義,Text
類義・貢献,寄与,,類義,Text
類義・音信,消息,,類義,Text
類義・傍観,座視,,類義,Text
類義・邪魔,妨害,,類義,Text
類義・概説,汎論,,類義,Text
類義・懇意,親密,,類義,Text
類義・寸志,薄謝,,類義,Text
類義・貧困,窮乏,,類義,Text
類義・友好,親睦,,類義,Text
類義・均衡,調和,,類義,Text
類義・書状,手紙,,類義,Text
類義・追憶,回顧,,類義,Text
類義・難点,欠陥,,類義,Text
類義・分別,思慮,,類義,Text
類義・解雇,免職,,類義,Text
類義・了解,納得,,類義,Text
類義・沿革,変遷,,類義,Text
類義・変遷,推移,,類義,Text
類義・罷免,解雇,,類義,Text
類義・模範,手本,,類義,Text
類義・降格,左遷,,類義,Text
類義・考慮,勘案,,類義,Text
類義・刹那,瞬時,,類義,Text
類義・愚図,遅鈍,,類義,Text
類義・厳粛,荘重,,類義,Text
類義・邸宅,屋敷,,類義,Text
類義・通暁,熟知,,類義,Text
類義・先途,他界,,類義,Text
類義・折衝,交渉,,類義,Text
類義・普遍,一般,,類義,Text
類義・頑迷,偏屈,,類義,Text
類義・強壮,頑丈,,類義,Text
類義・熟考,心算,,類義,Text
類義・陣地,拠点,,類義,Text
類義・背徳,堕落,,類義,Text
類義・搭載,積載,,類義,Text
類義・吟味,検討,,類義,Text
類義・忍耐,辛抱,,類義,Text
類義・飢渇,飢餓,,類義,Text
