Question,Answers,Comment,Instructions,Render as
首相__カンテイ__で会議が開かれた。,官邸,"首相官邸で会議が開かれた。
宝石の鑑定を依頼する。",官邸・鑑定,Text
デパートで__シャオン__セールが開催された。,謝恩,"デパートで謝恩セールが開催された。
部屋の窓を閉めて遮音する。",謝恩・遮音,Text
人前で__チョウロウ__を受ける。,嘲弄,"人前で嘲弄を受ける。
一族の長老として尊崇を集める。",嘲弄・長老,Text
株価が__キュウトウ__した。,急騰,"株価が急騰した。
マンションの給湯設備。",急騰・給湯,Text
生活の__キュウジョウ__を訴える。,窮状,"生活の窮状を訴える。
市民球場で試合が行われる。",窮状・球場,Text
外交文書に__コクジ__が押される。,国璽,"外交文書に国璽が押される。
彼の絵は私が描いた絵に酷似している。",国璽・酷似,Text
土砂が海底に__タイセキ__する。,堆積,"土砂が海底に堆積する。
円柱の体積を求める計算問題。",堆積・体積,Text
ライターにガスを__ジュウテン__する。,充填,"ライターにガスを充填する。
人材の質に重点を置く。",充填・重点,Text
敵を__カイハイ__させる。,潰敗,"敵を潰敗させる。
法令を改廃する。",潰敗・改廃,Text
子どもが__ガンカ__を欲しがる。,玩菓,"子どもが玩菓を欲しがる。
眼科で診察を受ける。",玩菓・眼科,Text
バイオリンの__キョウホン__を読む。,教本,"バイオリンの教本を読む。
資金集めに狂奔する。",教本・狂奔,Text
__セキ__として声なし。,寂,"寂として声なし。
大学に籍を置く。",寂・籍,Text
船を岸に__セツゲン__する。,接舷,"船を岸に接舷する。
経費の節減に取り組む。",接舷・節減,Text
将軍に__エッケン__する。,謁見,"将軍に謁見する。
彼の行動は越権行為に当たる。",謁見・越権,Text
__コウバイ__意欲を高める手法。,購買,"購買意欲を高める手法。
勾配の急な坂。",購買・勾配,Text
脳__コウソク__の予防方法。,梗塞,"脳梗塞の予防方法。
高速道路が渋滞している。",梗塞・高速,Text
__シュウチ__の事実。,周知,"周知の事実。
羞恥を覚える。",周知・羞恥,Text
__ケッコン__が付着していた。,血痕,"血痕が付着していた。
友人の結婚式に出席する。",血痕・結婚,Text
__コンセキ__五時試合開始。,今夕,"今夕五時試合開始。
工具が使用された痕跡が残っている。",今夕・痕跡,Text
友人との間に__カンゲキ__が生じた。,間隙,"友人との間に間隙が生じた。
多くの人々に感激を与える。",間隙・感激,Text
道路の夜間__コウジ__が行われている。,工事,"道路の夜間工事が行われている。
マスコミの好餌となる。",工事・好餌,Text
家庭__サイエン__でトマトを育てる。,菜園,"家庭菜園でトマトを育てる。
有名女子大出身の才媛。",菜園・才媛,Text
__ジミ__に富む料理。,滋味,"滋味に富む料理。
地味な服装の男性。",滋味・地味,Text
新人を__カイジュウ__する。,懐柔,"新人を懐柔する。
ヒーローが怪獣と戦う。",懐柔・怪獣,Text
東京__キンコウ__に住む。,近郊,"東京近郊に住む。
長年保っていた均衡が破られる。",近郊・均衡,Text
通気性に優れた__センイ__で作られた洋服。,繊維,"通気性に優れた繊維で作られた洋服。
兵は度重なる敗北により戦意を喪失した。",繊維・戦意,Text
ひらがなをローマ字に__ヘンカン__する。,変換,"ひらがなをローマ字に変換する。
領土を返還する。",変換・返還,Text
国旗を__ケイヨウ__する。,掲揚,"国旗を掲揚する。
言葉では形容できないほど美しい光景。",掲揚・形容,Text
__カイキ__祝いを贈る。,快気,"快気祝いを贈る。
怪奇現象が起こる。",快気・怪奇,Text
__カビン__に水を注ぐ。,花瓶,"花瓶に水を注ぐ。
周りの意見に過敏に反応する。",花瓶・過敏,Text
__カイキンシャツ__を着る。,開襟,"開襟シャツを着る。
牛肉の輸入が解禁された。",開襟・解禁,Text
人生を__テイカン__する。,諦観,"人生を諦観する。
会社の定款を作成する。",諦観・定款,Text
薬の__ヨウホウ__を守る。,用法,"薬の用法を守る。
養蜂場を経営する。",用法・養蜂,Text
自然の恵みを__キョウジュ__する。,享受,"自然の恵みを享受する。
大学の教授を目指す。",享受・教授,Text
__キセイ__事実を作る。,既成,"既成事実を作る。
三年ぶりに実家に帰省する。",既成・帰省,Text
指摘を__シンシ__に受け止める。,真摯,"指摘を真摯に受け止める。
紳士服を購入する。",真摯・紳士,Text
彼の発言を__ヨウゴ__する者はいなかった。,擁護,"彼の発言を擁護する者はいなかった。
母は小学校の養護教諭をしている。",擁護・養護,Text
__カイケイ__の恥。,会稽,"会稽の恥。
公認会計士を目指す。",会稽・会計,Text
否定派が__コウテイ__派を上回る。,肯定,"否定派が肯定派を上回る。
学校の校庭で休み時間にサッカーをする。",肯定・校庭,Text
__カドウ__式の棚はとても便利だ。,可動,"可動式の棚はとても便利だ。
週末は工場が稼働していない。",可動・稼働,Text
自分の__カラ__に閉じこもる。,殻,"自分の殻に閉じこもる。
中身を空にする。",殻・空,Text
__ソウチョウ__な式典。,荘重,"荘重な式典。
早朝から深夜まで営業しているお店。",荘重・早朝,Text
登山時は__セッケイ__に注意が必要だ。,雪渓,"登山時は雪渓に注意が必要だ。
高層ビルの設計に携わる。",雪渓・設計,Text
レーダーで飛行機を__ホソク__する。,捕捉,"レーダーで飛行機を捕捉する。
説明を補足する。",捕捉・補足,Text
賃金を__ソキュウ__して支払う。,遡及,"賃金を遡及して支払う。
訴求対象が明確な広告。",遡及・訴求,Text
子どもに__ハシ__の持ち方を教える。,箸,"子どもに橋の持ち方を教える。
橋の下流れる川。",箸・橋,Text
彼とは__キュウチ__の仲だ。,旧知,"彼とは旧知の仲だ。
窮地に追い込まれた。",旧知・窮地,Text
懲役又は__キンコ__に処す。,禁錮,"懲役又は禁錮に処す。
金庫にお金を入れる。",禁錮・金庫,Text
新しい技を__ヒロウ__する。,披露,"新しい技を披露する。
仕事による疲労が蓄積している。",披露・疲労,Text
予定の飛行機に__トウジョウ__できなかった。,搭乗,"予定の飛行機に搭乗できなかった。
物語の登場人物。",搭乗・登場,Text
__スミ__と筆を用いて文字を書く。,墨,"墨と筆を用いて文字を書く。
なかなか墨に置けない人だ。",墨・隅,Text
銃に弾を__ソウテン__する。,装填,"銃に弾を装填する。
防災対策が選挙の重要な争点となっている。",装填・争点,Text
__カンキャク__できない状況。,閑却,"閑却できない状況。
コンサートホールには大勢の観客が詰めかけた。",閑却・観客,Text
魚が河川を__ソジョウ__する。,遡上,"魚が河川を遡上する。
裁判所に訴状を提出する。",遡上・訴状,Text
__ジヒ__深い人。,慈悲,"慈悲深い人。
本を自費で出版する。",慈悲・自費,Text
乾杯の__オンド__を取る。,音頭,"乾杯の音頭を取る。
部屋の温度を下げる。",音頭・温度,Text
多くの__フサイ__を抱える。,負債,"多くの負債を抱える。
国王夫妻が日本に来日した。",負債・夫妻,Text
建物火災の__エンショウ__を防いだ。,延焼,"建物火災の延焼を防いだ。
皮膚が炎症を起こした。",延焼・炎症,Text
彼には多くの__フヨウ__家族がいる。,扶養,"彼には多くの扶養家族がいる。
景気を浮揚する。",扶養・浮揚,Text
花を__ツ__む。,摘,"花を摘む。
壁際に追い摘める。",摘・詰,Text
犯人の__シモン__を採取する。,指紋,"犯人の指紋を採取する。
その委員会は諮問機関です。",指紋・諮問,Text
友人の死を__イタ__む。,悼,"友人の死を悼む。
昔の古傷が痛む。",悼・痛,Text
申し出を__キョヒ__する。,拒否,"申し出を拒否する。
億単位の巨費を投じた一大プロジェクトだ。",拒否・巨費,Text
狭い__ケイコク__を縫うように進んだ。,渓谷,"狭い渓谷を縫うように進んだ。
危険な行為に対して警告する。",渓谷・警告,Text
これは__テンカ__物を多く含んでいる。,添加,"これは添加物を多く含んでいる。
他人に責任を転嫁する。",添加・転嫁,Text
__カンセイ__な住宅街が広がっている。,閑静,"閑静イな住宅街が広がっている。
そのデータは地上管制局に転送される。",閑静・管制,Text
大勢の人前に立つと__キンチョウ__する。,緊張,"大勢の人前に立つと緊張する。
聴衆は有名な投資家の話を謹聴している。",緊張・謹聴,Text
輸入が国策として__ショウレイ__されている。,奨励,"輸入が国策として奨励されている。
その症例は手術には適さない。",奨励・症例,Text
彼は趣味が__コウショウ__だ。,高尚,"彼は趣味が高尚だ。
メーカーとの交渉を進める。",高尚・交渉,Text
両__チーム__の実力は__ハクチュウ__していた。,伯仲,"両チームの実力は伯仲していた。
犯行は白昼堂々行われた。",伯仲・白昼,Text
__ケイコウ__灯を取り付ける。,蛍光,"蛍光灯を取り付ける。
相場が下落傾向にある。",蛍光・傾向,Text
火事は__チンカ__するまでの間燃え続けていた。,鎮火,"火事は鎮火するまでの間燃え続けていた。
辺りの地盤が沈下している。",鎮火・沈下,Text
その薬は__ソッコウ__性がある。,即効,"その薬は即効性がある。
マンホールや側溝の蓋が盗まれる。",即効・側溝,Text
両氏の関係の修復に__フシン__した。,腐心,"両氏の関係の修復に腐心した。
彼の言動に不信感が募るばかりだ。",腐心・不信,Text
__センタク__は君次第だ。,選択,"選択は君次第だ。
洗濯機が壊れてしまった。",選択・洗濯,Text
__スイトウ__帳に記入しておく。,出納,"出納帳に記入しておく。
お茶を水筒に入れて持ってきた。",出納・水筒,Text
大量に__モ__られたご飯を食べる。,盛,"大量に盛られたご飯を食べる。
古くなって水が漏れている。",盛・漏,Text
あまり酒を飲むと身体に__サワ__る。,障,"あまり酒を飲むと身体に障る。
貴重品なので触らないでください。",障・触,Text
通信__ショウガイ__が発生した。,障害,"通信障害が発生した。
生涯をかけて達成したい目標だ。",障害・生涯,Text
日本__ジュウダン__の旅に出る。,縦断,"日本縦断の旅に出る。
銃弾が壁に当たり穴が開いた。",縦断・銃弾,Text
夜間でも__キュウカン__に備えて医者が待機している。,急患,"夜間でも急患に備えて医者が待機している。
お気に入りの雑誌が今週は休刊だ。",急患・休刊,Text
最悪の事態を__サ__けることができた。,避,"最悪の事態を避けることができた。
胸が張り裂ける思いだった。",避・裂,Text
目的達成のために__ホンソウ__する。,奔走,"目的達成のために奔走する。
会長の本葬は後日行われる。",奔走・本葬,Text
戦争のせいで物価が__トウキ__した。,騰貴,"戦争のせいで物価が騰貴した。
有名な陶器が陳列されている。",騰貴・陶器,Text
商品を__ホウソウ__するための袋だ。,包装,"商品を包装するための袋だ。
校内放送で協力者を募る。",包装・放送,Text
古い機械は全て__ハイキ__する。,廃棄,"古い機械は全て廃棄する。
自動車の排気ガスが問題だ。",廃棄・排気,Text
ご__セイチョウ__ありがとうございます。,清聴,"ご清聴ありがとうございます。
この食品には整腸作用がある。",清聴・整腸,Text
__ソクセキ__麺にも沢山の種類がある。,即席,"即席麺にも沢山の種類がある。
科学の発展に大きな足跡を残す。",即席・足跡,Text
あと一週間分の__ジョウザイ__しか残ってない。,錠剤,"あと一週間分の錠剤しか残ってない。
寺社の改修のために浄財を募る。",錠剤・浄財,Text
長時間の作業で肩が__コ__った。,凝,"長時間の作業で肩が凝った。
これに懲りたらもう悪事はしないことだ。",凝・懲,Text
機械が__コショウ__して作業できない。,故障,"機械が故障して作業できない。
世界一を誇称する大規模な施設だ。",故障・誇称,Text
商品の__ホショウ__期間は購入から一年間です。,保証,"商品の保証期間は購入から一年間です。
火災などによる損失は補償の対象外です。",保証・補償,Text
勇気を__フル__い起こす。,奮,"勇気を奮い起こす。
恐怖に声を震わせる。",奮・震,Text
食料の価格が__ボウトウ__した。,暴騰,"食料の価格が暴騰した。
物語の冒頭部分で記されている。",暴騰・冒頭,Text
高官は内閣改造で__コウテツ__された。,更迭,"高官は内閣改造で更迭された。
鋼鉄の強度を調べる実験を行う。",更迭・鋼鉄,Text
保存料や__コウリョウ__が含まれている。,香料,"保存料や香料が含まれている。
戦場となった土地はとても荒涼とした様子だった。",香料・荒涼,Text
問題を起こした彼は__ユシ__免職となった。,諭旨,"問題を起こした彼は諭旨免職となった。
油脂の加水分解法を記す。",諭旨・油脂,Text
敵からの__センセイ__攻撃を受ける。,先制,"敵からの先制攻撃を受ける。
開会式で選手宣誓を行う。",先制・宣誓,Text
__ヘイコウ__感覚を失う。,平衡,"平衡感覚を失う。
二つの棒を平行に並べて置きなさい。",平衡・平行,Text
金属を__ユウカイ__させる。,融解,"金属を融解させる。
近所で子供が誘拐された。",融解・誘拐,Text
王家に収められた貴重な__ホウショク__品だ。,宝飾,"王家に収められた貴重な宝飾品だ。
飽食の時代にも飢餓に苦しむ人がいる。",宝飾・飽食,Text
東京湾で船が__ハンソウ__する。,帆走,"東京湾で船が帆走する。
トラックで荷物を搬送する。",帆走・搬送,Text
__イロウ__の無いように記入してください。,遺漏,"遺漏の無いように記入してください。
従業員を慰労するために休業日を設けた。",遺漏・慰労,Text
その見積書は__ハキ__してください。,破棄,"その見積書は破棄してください。
彼は仕事が出来るが部下を率いるための覇気がない。",破棄・覇気,Text
私の祖父は高齢であるが、まだまだ__ソウケン__である。,壮健,"私の祖父は高齢であるが、まだまだ壮健である。
犯人の身柄を送検する。",壮健・送検,Text
婚約者を両親に__ショウカイ__する。,紹介,"婚約者を両親に紹介する。
検査結果を照会する。",紹介・照会,Text
この家は__テンジョウ__が低い。,天井,"この家は天井が低い。
修学旅行では、バスごとに添乗員さんがいた。",天井・添乗,Text
高校では__スイソウ__楽部に入っていました。,吹奏,"高校では吹奏楽部に入っていました。
養殖用の大きな水槽だ。",吹奏・水槽,Text
責任を__ホウキ__する。,放棄,"農民達は領主に反抗して蜂起した。
責任を放棄する。",放棄・蜂起,Text
雪の__ケッショウ__はとても小さい。,結晶,"明日は地区大会の決勝戦が行われる。
雪の結晶はとても小さい。",結晶・決勝,Text
暖房器具を使用する時は、定期的に窓を開け部屋を__カンキ__したほうが良い。,換気,"多発している詐欺行為に対して注意を喚起する。
暖房器具を使用する時は、定期的に窓を開け部屋を換気したほうが良い。",換気・喚起,Text
台風被害により、穀物の価格が__コウトウ__している。,高騰,"文章ではなく、口頭での説明のみであった。
台風被害により、穀物の価格が高騰している。",高騰・口頭,Text
__ボランティア__活動に__サンカ__する。,参加,"大手企業の傘下に入ることが決定した。
ボランティア活動に参加する。",参加・傘下,Text
ボクシングの試合では激しいパンチの__オウシュウ__が繰り広げられる。,応酬,"家宅捜索を行い証拠品を押収する。
ボクシングの試合では激しいパンチの応酬が繰り広げられる。",応酬・押収,Text
完成した絵手紙に__ラッカン__を押す。,落款,"日本の景気については楽観的な見通しを立てることはできない。
完成した絵手紙に落款を押す。",落款・楽観,Text
基準の__カゲン__を下回る数値。,下限,"満月が下弦の月へと変わる。
基準の下限を下回る数値。",下限・下弦,Text
新規参入を__ソガイ__する。,阻害,"金融会社と訴外和解の交渉を行う。
新規参入を阻害する。",阻害・訴外,Text
__ダトウ__、強豪校！を目標に練習する。,打倒,"一般的にはそのように考えるのが妥当だ。
打倒、強豪校！を目標に練習する。",打倒・妥当,Text
学校長による卒業式の__コクジ__,告辞,"この絵は有名な画家の絵と酷似している。
学校長による卒業式の告辞。",告辞・酷似,Text
溶接による__セイカン__加工を行う。,製缶,"落ち着くまでは事態を静観しよう。
溶接による製缶加工を行う。",製缶・静観,Text
田__ウ__え・稲刈りなどの農業を体験する。,植,"両親の愛情に飢えている。
田植 (田植え）・稲刈りなどの農業を体験する。",植・飢,Text
台風の被害で十__ムネ__が倒壊した。,棟,"担当者にその旨を伝える。
台風の被害で十棟が倒壊した。",棟・旨,Text
アメリカ軍の__センジョウ__での様子を取材した。,戦場,"清潔を保つために毎日洗浄している。
アメリカ軍の戦場での様子を取材した。",戦場・洗浄,Text
状況を上司に__チュウシン__する。,注進,"衷心よりお悔やみ申し上げます。
状況を上司に注進する。",注進・衷心,Text
握手と__ホウヨウ__を交わす。,抱擁,"彼の包容力には感心する。
握手と抱擁を交わす。",抱擁・包容,Text
地域の__ハケン__をかけた戦い。,覇権,"現場に作業員を派遣する。
地域の覇権をかけた戦い。",覇権・派遣,Text
投稿された文章を__カイコウ__する。,改稿,"東日本沖の太平洋底に存在する日本海溝。
投稿された文章を改稿する。",改稿・海溝,Text
飾り付けに__シュコウ__を凝らす。,趣向,"その提案には首肯できない。
飾り付けに趣向を凝らす。",趣向・首肯,Text
少年野球の大会で__ルイシン__を担当した。,塁審,"累進課税制度導入に向けた協議が始まった。
少年野球の大会で塁審を担当した。",塁審・累進,Text
__ユウシ__を募って組織を結成する。,有志,"銀行から融資を受ける。
有志を募って組織を結成する。",有志・融資,Text
昨年父は長年勤めた会社を__テイネン__退職した。,定年,"画家になる夢を諦念した。
昨年父は長年勤めた会社を定年退職した。",定年・諦念,Text
土地が__ヒヨク__で作物がよく実る。,肥沃,"比翼仕立てのコート。
土地が肥沃で作物がよく実る。",肥沃・比翼,Text
下落していた株価が午後から__ハンテン__した。,反転,"手のひらに小さな斑点ができる。
下落していた株価が午後から反転した。",反転・斑点,Text
ゴールに向かって全力で__シッソウ__する。,疾走,"容疑者の失踪により捜査は行き詰まった。
ゴールに向かって全力で疾走する。",疾走・失踪,Text
売れ過ぎて__セイサン__が追いつかない。,生産,"凄惨な事件現場。
売れ過ぎて生産が追いつかない。",生産・凄惨,Text
物語の__シュヨウ__な人物。,主要,"腫瘍を取り除く手術を受ける。
物語の主要な人物。",主要・腫瘍,Text
__ヨット__で世界を__イッシュウ__する。,一周,"相手の要求を一蹴する。
ヨットで世界を一周する。",一周・一蹴,Text
社長が__インセキ__辞任すると発表した。,引責,"姻戚関係による兄弟。
社長が引責辞任すると発表した。",引責・姻戚,Text
__ショセン__を白星で飾る。,初戦,"所詮そんなものだ。
初戦を白星で飾る。",初戦・所詮,Text
悲しみのあまり__ソウシン__している。,喪心,"効果的な運動で痩身する。
悲しみのあまり喪心している。",喪心・痩身,Text
今後の__ドウコウ__に注意する。,動向,"瞳孔を開く目薬。
今後の動向に注意する。",動向・瞳孔,Text
突然の__シッセキ__事件から一年が経過した。,失跡,"上司が部下を叱責する。
突然の失跡事件から一年が経過した。",失跡・叱責,Text
政府に対する__ハンラン__を鎮める。,反乱,"台風の影響で川が氾濫する。
政府に対する反乱を鎮める。",反乱・氾濫,Text
__フホウ__に入国した外国人。,不法,"友人の訃報に接する。
不法に入国した外国人。",不法・訃報,Text
時計の__フウボウガラス__。,風防,"堂々たる風貌。
時計の風防ガラス。",風防・風貌,Text
制限の緩和を__トクレイ__として認める。,特例,"部下を督励する。
制限の緩和を特例として認める。",特例・督励,Text
講義を__ケイチョウ__した。,傾聴,"慶弔休暇を取る。
講義を傾聴した。",傾聴・慶弔,Text
保険料を__イッカツ__で支払った。,一括,"父に一喝されてすぐに引き下がった。
保険料を一括で支払った。",一括・一喝,Text
自分勝手な行動で周囲の__ハンカン__を買う。,反感,"この仕事は季節による繁閑の差が激しい。
自分勝手な行動で周囲の反感を買う。",反感・繁閑,Text
利益の一部を客に__カンゲン__する。,還元,"寛厳よろしきを得る。
利益の一部を客に還元する。",還元・寛厳,Text
宝石の__カンテイ__を依頼する。,鑑定,"首相官邸で会議が開かれた。
宝石の鑑定を依頼する。",鑑定・官邸,Text
部屋の窓を閉めて__シャオン__する。,遮音,"デパートで謝恩セールが開催された。
部屋の窓を閉めて遮音する。",遮音・謝恩,Text
一族の__チョウロウ__として尊崇を集める。,長老,"人前で嘲弄を受ける。
一族の長老として尊崇を集める。",長老・嘲弄,Text
__マンション__の__キュウトウ__設備。,給湯,"株価が急騰した。
マンションの給湯設備。",給湯・急騰,Text
市民__キュウジョウ__で試合が行われる。,球場,"生活の窮状を訴える。
市民球場で試合が行われる。",球場・窮状,Text
彼の絵は私が描いた絵に__コクジ__している。,酷似,"外交文書に国璽が押される。
彼の絵は私が描いた絵に酷似している。",酷似・国璽,Text
円柱の__タイセキ__を求める計算問題。,体積,"土砂が海底に堆積する。
円柱の体積を求める計算問題。",体積・堆積,Text
人材の質に__ジュウテン__を置く。,重点,"ライターにガスを充填する。
人材の質に重点を置く。",重点・充填,Text
法令を__カイハイ__する。,改廃,"敵を潰敗させる。
法令を改廃する。",改廃・潰敗,Text
__ガンカ__で診察を受ける。,眼科,"子どもが玩菓を欲しがる。
眼科で診察を受ける。",眼科・玩菓,Text
資金集めに__キョウホン__する。,狂奔,"バイオリンの教本を読む。
資金集めに狂奔する。",狂奔・教本,Text
大学に__セキ__を置く。,籍,"寂として声なし。
大学に籍を置く。",籍・寂,Text
経費の__セツゲン__に取り組む。,節減,"船を岸に接舷する。
経費の節減に取り組む。",節減・接舷,Text
彼の行動は__エッケン__行為に当たる。,越権,"将軍に謁見する。
彼の行動は越権行為に当たる。",越権・謁見,Text
__コウバイ__の急な坂。,勾配,"購買意欲を高める手法。
勾配の急な坂。",勾配・購買,Text
__コウソク__道路が渋滞している。,高速,"脳梗塞の予防方法。
高速道路が渋滞している。",高速・梗塞,Text
__シュウチ__を覚える。,羞恥,"周知の事実。
羞恥を覚える。",羞恥・周知,Text
友人の__ケッコン__式に出席する。,結婚,"血痕が付着していた。
友人の結婚式に出席する。",結婚・血痕,Text
工具が使用された__コンセキ__が残っている。,痕跡,"今夕五時試合開始。
工具が使用された痕跡が残っている。",痕跡・今夕,Text
多くの人々に__カンゲキ__を与える。,感激,"友人との間に間隙が生じた。
多くの人々に感激を与える。",感激・間隙,Text
__マスコミ__の__コウジ__となる。,好餌,"道路の夜間工事が行われている。
マスコミの好餌となる。",好餌・工事,Text
有名女子大出身の__サイエン__。,才媛,"家庭菜園でトマトを育てる。
有名女子大出身の才媛。",才媛・菜園,Text
__ジミ__な服装の男性。,地味,"滋味に富む料理。
地味な服装の男性。",地味・滋味,Text
ヒーローが__カイジュウ__と戦う。,怪獣,"新人を懐柔する。
ヒーローが怪獣と戦う。",怪獣・懐柔,Text
長年保っていた__キンコウ__が破られる。,均衡,"東京近郊に住む。
長年保っていた均衡が破られる。",均衡・近郊,Text
兵は度重なる敗北により__センイ__を喪失した。,戦意,"通気性に優れた繊維で作られた洋服。
兵は度重なる敗北により戦意を喪失した。",戦意・繊維,Text
領土を__ヘンカン__する。,返還,"ひらがなをローマ字に変換する。
領土を返還する。",返還・変換,Text
言葉では__ケイヨウ__できないほど美しい光景。,形容,"国旗を掲揚する。
言葉では形容できないほど美しい光景。",形容・掲揚,Text
__カイキ__現象が起こる。,怪奇,"快気祝いを贈る。
怪奇現象が起こる。",怪奇・快気,Text
周りの意見に__カビン__に反応する。,過敏,"花瓶に水を注ぐ。
周りの意見に過敏に反応する。",過敏・花瓶,Text
牛肉の輸入が__カイキン__された。,解禁,"開襟シャツを着る。
牛肉の輸入が解禁された。",解禁・開襟,Text
