Question,Answers,Comment,freq_jpdb,moyenne_freq,
実行委員,"じっこういいん",読みを入力してください,19418,314
不法侵入,"ふほうしんにゅう",読みを入力してください,19421,351
利用価値,"りようかち",読みを入力してください,19439,463
受験勉強,"じゅけんべんきょう",読みを入力してください,19566,381
誠心誠意,"せいしんせいい",読みを入力してください,19570,669
老若男女,"ろうにゃくなんにょ,ろうじゃくだんじょ",読みを入力してください,19612,386
反対方向,"はんたいほうこう",読みを入力してください,19621,126
無理難題,"むりなんだい",読みを入力してください,19756,196
人間同士,"にんげんどうし",読みを入力してください,19953,67
露天風呂,"ろてんぶろ",読みを入力してください,19959,613
不老不死,"ふろうふし",読みを入力してください,20005,293
原因不明,"げんいんふめい",読みを入力してください,20063,346
睡眠時間,"すいみんじかん",読みを入力してください,20067,508
単独行動,"たんどくこうどう",読みを入力してください,20138,306
一刀両断,"いっとうりょうだん",読みを入力してください,20162,387
臨機応変,"りんきおうへん",読みを入力してください,20334,469
一触即発,"いっしょくそくはつ",読みを入力してください,20357,412
懐中時計,"かいちゅうどけい",読みを入力してください,20580,342
自由時間,"じゆうじかん",読みを入力してください,20662,93
世界各地,"せかいかくち",読みを入力してください,20705,302
真剣勝負,"しんけんしょうぶ",読みを入力してください,20725,216
交換条件,"こうかんじょうけん",読みを入力してください,20819,570
直立不動,"ちょくりつふどう",読みを入力してください,20834,94
反射神経,"はんしゃしんけい",読みを入力してください,20938,367
条件反射,"じょうけんはんしゃ",読みを入力してください,20956,519
実力行使,"じつりょくこうし",読みを入力してください,20974,62
前後左右,"ぜんごさゆう",読みを入力してください,21026,312
意識不明,"いしきふめい",読みを入力してください,21123,164
正面玄関,"しょうめんげんかん",読みを入力してください,21141,449
疲労困憊,"ひろうこんぱい",読みを入力してください,21148,1187
体育会系,"たいいくかいけい",読みを入力してください,21156,343
治安維持,"ちあんいじ",読みを入力してください,21335,536
野生動物,"やせいどうぶつ",読みを入力してください,21446,87
馬鹿正直,"ばかしょうじき",読みを入力してください,21451,344
危険人物,"きけんじんぶつ",読みを入力してください,21553,231
支離滅裂,"しりめつれつ",読みを入力してください,21620,609
未来永劫,"みらいえいごう,みらいようごう",読みを入力してください,21672,981
協力関係,"きょうりょくかんけい",読みを入力してください,21711,313
戦国時代,"せんごくじだい",読みを入力してください,21733,79
戦闘不能,"せんとうふのう",読みを入力してください,21745,240
特殊部隊,"とくしゅぶたい",読みを入力してください,21768,516
一網打尽,"いちもうだじん",読みを入力してください,21821,697
阿鼻叫喚,"あびきょうかん",読みを入力してください,21843,1100
自問自答,"じもんじとう",読みを入力してください,22050,151
上流階級,"じょうりゅうかいきゅう",読みを入力してください,22059,370
許容範囲,"きょようはんい",読みを入力してください,22117,648
一方通行,"いっぽうつうこう",読みを入力してください,22146,33
女王陛下,"じょおうへいか",読みを入力してください,22209,345
結婚生活,"けっこんせいかつ",読みを入力してください,22228,203
役割分担,"やくわりぶんたん",読みを入力してください,22266,433
経験豊富,"けいけんほうふ",読みを入力してください,22363,756
人間社会,"にんげんしゃかい",読みを入力してください,22373,68
前言撤回,"ぜんげんてっかい",読みを入力してください,22407,395
株式会社,"かぶしきがいしゃ",読みを入力してください,22411,483
正当防衛,"せいとうぼうえい",読みを入力してください,22416,375
伯爵夫人,"はくしゃくふじん",読みを入力してください,22436,508
誘拐事件,"ゆうかいじけん",読みを入力してください,22518,664
不真面目,"ふまじめ",読みを入力してください,22658,90
不承不承,"ふしょうぶしょう",読みを入力してください,22661,555
有象無象,"うぞうむぞう",読みを入力してください,22665,401
横断歩道,"おうだんほどう",読みを入力してください,22708,293
自己犠牲,"じこぎせい",読みを入力してください,22733,928
非常階段,"ひじょうかいだん",読みを入力してください,22735,504
意気消沈,"いきしょうちん",読みを入力してください,22765,328
準備運動,"じゅんびうんどう",読みを入力してください,22830,305
用意周到,"よういしゅうとう",読みを入力してください,22925,396
新聞記者,"しんぶんきしゃ",読みを入力してください,22929,129
上下左右,"じょうげさゆう",読みを入力してください,22956,315
睡眠不足,"すいみんぶそく",読みを入力してください,23008,560
移動手段,"いどうしゅだん",読みを入力してください,23023,246
大量生産,"たいりょうせいさん",読みを入力してください,23041,286
神出鬼没,"しんしゅつきぼつ",読みを入力してください,23112,556
天真爛漫,"てんしんらんまん",読みを入力してください,23124,985
民主主義,"みんしゅしゅぎ",読みを入力してください,23127,328
苦手意識,"にがていしき",読みを入力してください,23168,197
吟遊詩人,"ぎんゆうしじん",読みを入力してください,23177,1037
放心状態,"ほうしんじょうたい",読みを入力してください,23226,224
共同生活,"きょうどうせいかつ",読みを入力してください,23253,199
他言無用,"たごんむよう",読みを入力してください,23310,106
情報提供,"じょうほうていきょう",読みを入力してください,23343,359
先制攻撃,"せんせいこうげき",読みを入力してください,23356,255
全国大会,"ぜんこくたいかい",読みを入力してください,23376,43
上下関係,"じょうげかんけい",読みを入力してください,23378,143
顔面蒼白,"がんめんそうはく",読みを入力してください,23411,483
遠隔操作,"えんかくそうさ",読みを入力してください,23441,727
集合場所,"しゅうごうばしょ",読みを入力してください,23444,111
日本政府,"にほんせいふ",読みを入力してください,23460,319
秘密兵器,"ひみつへいき",読みを入力してください,23477,535
膠着状態,"こうちゃくじょうたい",読みを入力してください,23508,893
新婚旅行,"しんこんりょこう",読みを入力してください,23510,306
男子高校,"だんしこうこう",読みを入力してください,23547,98
超能力者,"ちょうのうりょくしゃ",読みを入力してください,23555,203
高速道路,"こうそくどうろ",読みを入力してください,23630,295
螺旋階段,"らせんかいだん",読みを入力してください,23721,1243
罵詈雑言,"ばりぞうごん",読みを入力してください,23736,1485
因果関係,"いんがかんけい",読みを入力してください,23757,421
注意事項,"ちゅういじこう",読みを入力してください,23816,495
千載一遇,"せんざいいちぐう",読みを入力してください,23926,707
二足歩行,"にそくほこう",読みを入力してください,23929,131
神奈川県,"かながわけん",読みを入力してください,23939,355
一世一代,"いっせいちだい,いっせいいちだい",読みを入力してください,23965,63
安全地帯,"あんぜんちたい",読みを入力してください,23968,232
物理法則,"ぶつりほうそく",読みを入力してください,24004,391
公衆電話,"こうしゅうでんわ",読みを入力してください,24118,435
重要人物,"じゅうようじんぶつ",読みを入力してください,24140,115
運動不足,"うんどうぶそく",読みを入力してください,24162,149
世界征服,"せかいせいふく",読みを入力してください,24172,572
最終手段,"さいしゅうしゅだん",読みを入力してください,24203,155
最短距離,"さいたんきょり",読みを入力してください,24240,507
四苦八苦,"しくはっく",読みを入力してください,24343,441
冷静沈着,"れいせいちんちゃく",読みを入力してください,24437,519
宇宙空間,"うちゅうくうかん",読みを入力してください,24451,472
王侯貴族,"おうこうきぞく",読みを入力してください,24459,554
人工知能,"じんこうちのう",読みを入力してください,24537,200
女子大生,"じょしだいせい",読みを入力してください,24546,19
調理器具,"ちょうりきぐ",読みを入力してください,24606,317
一朝一夕,"いっちょういっせき",読みを入力してください,24620,273
正式名称,"せいしきめいしょう",読みを入力してください,24624,445
愛情表現,"あいじょうひょうげん",読みを入力してください,24637,157
王太子妃,"おうたいしひ",読みを入力してください,24639,469
筋骨隆々,"きんこつりゅうりゅう",読みを入力してください,24641,1364
欲求不満,"よっきゅうふまん",読みを入力してください,24645,376
書類仕事,"しょるいしごと",読みを入力してください,24719,241
実際問題,"じっさいもんだい",読みを入力してください,24720,236
古今東西,"ここんとうざい",読みを入力してください,24778,292
現状維持,"げんじょういじ",読みを入力してください,24816,478
中心人物,"ちゅうしんじんぶつ",読みを入力してください,24836,34
感情移入,"かんじょういにゅう",読みを入力してください,24842,184
総合病院,"そうごうびょういん",読みを入力してください,24858,370
料理上手,"りょうりじょうず",読みを入力してください,24877,108
自給自足,"じきゅうじそく",読みを入力してください,24938,299
準備期間,"じゅんびきかん",読みを入力してください,24946,297
被害妄想,"ひがいもうそう",読みを入力してください,24979,767
人体実験,"じんたいじっけん",読みを入力してください,25019,153
学生生活,"がくせいせいかつ",読みを入力してください,25028,105
恋愛対象,"れんあいたいしょう",読みを入力してください,25128,332
防戦一方,"ぼうせんいっぽう",読みを入力してください,25157,179
天変地異,"てんぺんちい",読みを入力してください,25158,213
期間限定,"きかんげんてい",読みを入力してください,25203,198
昨日今日,"きのうきょう",読みを入力してください,25206,102
自己責任,"じこせきにん",読みを入力してください,25269,492
犯罪行為,"はんざいこうい",読みを入力してください,25332,425
成人男性,"せいじんだんせい",読みを入力してください,25365,101
不動産屋,"ふどうさんや",読みを入力してください,25450,194
過大評価,"かだいひょうか",読みを入力してください,25502,488
状況証拠,"じょうきょうしょうこ",読みを入力してください,25537,538
地獄絵図,"じごくえず",読みを入力してください,25572,643
公爵夫人,"こうしゃくふじん",読みを入力してください,25578,300
恋愛小説,"れんあいしょうせつ",読みを入力してください,25605,271
安全装置,"あんぜんそうち",読みを入力してください,25608,248
分不相応,"ぶんふそうおう",読みを入力してください,25676,112
世界最大,"せかいさいだい",読みを入力してください,25723,75
一人息子,"ひとりむすこ",読みを入力してください,25757,76
思考停止,"しこうていし",読みを入力してください,25809,351
一心同体,"いっしんどうたい",読みを入力してください,25852,41
単純明快,"たんじゅんめいかい",読みを入力してください,25867,537
最高傑作,"さいこうけっさく",読みを入力してください,25954,575
肉体労働,"にくたいろうどう",読みを入力してください,26032,456
一致団結,"いっちだんけつ",読みを入力してください,26048,354
既成事実,"きせいじじつ",読みを入力してください,26069,312
資本主義,"しほんしゅぎ",読みを入力してください,26146,347
試合開始,"しあいかいし",読みを入力してください,26166,187
七不思議,"ななふしぎ",読みを入力してください,26180,330
子供時代,"こどもじだい",読みを入力してください,26222,128
目撃証言,"もくげきしょうげん",読みを入力してください,26235,178
日本代表,"にほんだいひょう,にっぽんだいひょう",読みを入力してください,26244,91
完全無欠,"かんぜんむけつ",読みを入力してください,26249,370
自然現象,"しぜんげんしょう",読みを入力してください,26251,228
調査結果,"ちょうさけっか",読みを入力してください,26302,288
研究成果,"けんきゅうせいか",読みを入力してください,26339,463
興奮状態,"こうふんじょうたい",読みを入力してください,26348,592
電子書籍,"でんししょせき",読みを入力してください,26410,485
吹奏楽部,"すいそうがくぶ",読みを入力してください,26464,511
反応速度,"はんのうそくど",読みを入力してください,26544,237
毎度毎度,"まいどまいど",読みを入力してください,26567,311
解決方法,"かいけつほうほう",読みを入力してください,26576,119
一喜一憂,"いっきいちゆう",読みを入力してください,26625,586
弱肉強食,"じゃくにくきょうしょく",読みを入力してください,26634,299
工事現場,"こうじげんば",読みを入力してください,26640,202
百戦錬磨,"ひゃくせんれんま",読みを入力してください,26718,954
自由行動,"じゆうこうどう",読みを入力してください,26753,100
警戒態勢,"けいかいたいせい",読みを入力してください,26808,557
証拠隠滅,"しょうこいんめつ",読みを入力してください,26816,612
幼稚園児,"ようちえんじ",読みを入力してください,26818,1019
強行突破,"きょうこうとっぱ",読みを入力してください,26820,200
反対意見,"はんたいいけん",読みを入力してください,26863,113
大学病院,"だいがくびょういん",読みを入力してください,26918,224
専門学校,"せんもんがっこう",読みを入力してください,26958,445
二十五日,"にじゅうごにち",読みを入力してください,27037,223
色恋沙汰,"いろこいざた",読みを入力してください,27039,910
五分五分,"ごぶごぶ",読みを入力してください,27067,271
茫然自失,"ぼうぜんじしつ",読みを入力してください,27107,737
原稿用紙,"げんこうようし",読みを入力してください,27108,627
使用可能,"しようかのう",読みを入力してください,27149,151
適材適所,"てきざいてきしょ",読みを入力してください,27151,621
高等学校,"こうとうがっこう",読みを入力してください,27156,251
科学技術,"かがくぎじゅつ",読みを入力してください,27209,395
延長線上,"えんちょうせんじょう",読みを入力してください,27210,364
現在位置,"げんざいいち",読みを入力してください,27224,248
難攻不落,"なんこうふらく",読みを入力してください,27257,259
宿泊施設,"しゅくはくしせつ",読みを入力してください,27279,788
練習試合,"れんしゅうじあい",読みを入力してください,27308,351
秘密結社,"ひみつけっしゃ",読みを入力してください,27311,420
仲間同士,"なかまどうし",読みを入力してください,27324,152
家庭環境,"かていかんきょう",読みを入力してください,27349,742
守秘義務,"しゅひぎむ",読みを入力してください,27358,459
一言一句,"いちごんいっく",読みを入力してください,27371,264
潜在能力,"せんざいのうりょく",読みを入力してください,27435,389
健康状態,"けんこうじょうたい",読みを入力してください,27449,757
就職活動,"しゅうしょくかつどう",読みを入力してください,27475,533
面白半分,"おもしろはんぶん",読みを入力してください,27519,154
研究機関,"けんきゅうきかん",読みを入力してください,27533,433
問題解決,"もんだいかいけつ",読みを入力してください,27583,181
存在価値,"そんざいかち",読みを入力してください,27584,491
悪戦苦闘,"あくせんくとう",読みを入力してください,27622,269
過小評価,"かしょうひょうか",読みを入力してください,27624,514
共同作業,"きょうどうさぎょう",読みを入力してください,27655,188
上半身裸,"じょうはんしんはだか",読みを入力してください,27675,453
拒絶反応,"きょぜつはんのう",読みを入力してください,27759,516
推理小説,"すいりしょうせつ",読みを入力してください,27768,361
仲間意識,"なかまいしき",読みを入力してください,27921,211
威風堂々,"いふうどうどう",読みを入力してください,27928,715
試合終了,"しあいしゅうりょう",読みを入力してください,27961,292
賞味期限,"しょうみきげん",読みを入力してください,28008,418
指揮系統,"しきけいとう",読みを入力してください,28034,761
相談相手,"そうだんあいて",読みを入力してください,28044,184
駄菓子屋,"だがしや",読みを入力してください,28050,449
三角関係,"さんかくかんけい",読みを入力してください,28137,378
時間制限,"じかんせいげん",読みを入力してください,28143,197
東西南北,"とうざいなんぼく",読みを入力してください,28166,420
喜怒哀楽,"きどあいらく",読みを入力してください,28168,645
連続殺人,"れんぞくさつじん",読みを入力してください,28203,119
絶対服従,"ぜったいふくじゅう",読みを入力してください,28225,377
女子学生,"じょしがくせい",読みを入力してください,28227,35
位置情報,"いちじょうほう",読みを入力してください,28229,237
筆記用具,"ひっきようぐ",読みを入力してください,28337,570
事件解決,"じけんかいけつ",読みを入力してください,28363,144
世界各国,"せかいかっこく",読みを入力してください,28410,305
後方支援,"こうほうしえん",読みを入力してください,28429,305
至上主義,"しじょうしゅぎ",読みを入力してください,28436,415
一般常識,"いっぱんじょうしき",読みを入力してください,28464,491
結構大変,"けっこうたいへん",読みを入力してください,28509,128
夢見心地,"ゆめみごこち",読みを入力してください,28517,117
死活問題,"しかつもんだい",読みを入力してください,28518,210
行動原理,"こうどうげんり",読みを入力してください,28530,111
二度三度,"にどさんど",読みを入力してください,28531,97
突然変異,"とつぜんへんい",読みを入力してください,28548,235
援護射撃,"えんごしゃげき",読みを入力してください,28565,514
将来有望,"しょうらいゆうぼう",読みを入力してください,28632,351
再起不能,"さいきふのう",読みを入力してください,28669,225
友好関係,"ゆうこうかんけい",読みを入力してください,28703,230
戦々恐々,"せんせんきょうきょう",読みを入力してください,28728,238
観葉植物,"かんようしょくぶつ",読みを入力してください,28758,484
昏睡状態,"こんすいじょうたい",読みを入力してください,28823,1027
動体視力,"どうたいしりょく",読みを入力してください,28855,97
健康診断,"けんこうしんだん",読みを入力してください,28910,1003
感情表現,"かんじょうひょうげん",読みを入力してください,28927,133
私利私欲,"しりしよく",読みを入力してください,28950,178
海外旅行,"かいがいりょこう",読みを入力してください,28974,264
真一文字,"まいちもんじ",読みを入力してください,29030,248
相思相愛,"そうしそうあい",読みを入力してください,29061,99
精鋭部隊,"せいえいぶたい",読みを入力してください,29114,504
非戦闘員,"ひせんとういん",読みを入力してください,29139,403
起死回生,"きしかいせい",読みを入力してください,29151,101
軌道修正,"きどうしゅうせい",読みを入力してください,29173,685
先祖代々,"せんぞだいだい",読みを入力してください,29225,370
呼吸困難,"こきゅうこんなん",読みを入力してください,29235,438
地方都市,"ちほうとし",読みを入力してください,29249,120
主従関係,"しゅじゅうかんけい",読みを入力してください,29255,368
営業時間,"えいぎょうじかん",読みを入力してください,29263,266
爆弾発言,"ばくだんはつげん",読みを入力してください,29264,289
自作自演,"じさくじえん",読みを入力してください,29280,181
満場一致,"まんじょういっち",読みを入力してください,29312,357
捜査本部,"そうさほんぶ",読みを入力してください,29317,317
山岳地帯,"さんがくちたい",読みを入力してください,29332,708
完全武装,"かんぜんぶそう",読みを入力してください,29346,341
超常現象,"ちょうじょうげんしょう",読みを入力してください,29432,414
切磋琢磨,"せっさたくま",読みを入力してください,29437,1775
試験勉強,"しけんべんきょう",読みを入力してください,29453,434
行動範囲,"こうどうはんい",読みを入力してください,29458,446
先手必勝,"せんてひっしょう",読みを入力してください,29525,90
電光石火,"でんこうせっか",読みを入力してください,29533,302
精神年齢,"せいしんねんれい",読みを入力してください,29534,462
心配無用,"しんぱいむよう",読みを入力してください,29539,111
一挙一動,"いっきょいちどう",読みを入力してください,29560,246
一蓮托生,"いちれんたくしょう",読みを入力してください,29603,1182
品行方正,"ひんこうほうせい",読みを入力してください,29628,145
五体満足,"ごたいまんぞく",読みを入力してください,29702,297
加速度的,"かそくどてき",読みを入力してください,29713,205
要所要所,"ようしょようしょ",読みを入力してください,29719,134
非人道的,"ひじんどうてき",読みを入力してください,29780,238
携帯端末,"けいたいたんまつ",読みを入力してください,29815,665
整理整頓,"せいりせいとん",読みを入力してください,29845,929
今日明日,"きょうあす",読みを入力してください,29868,26
新聞記事,"しんぶんきじ",読みを入力してください,29873,124
奴隷商人,"どれいしょうにん",読みを入力してください,29905,620
少数精鋭,"しょうすうせいえい",読みを入力してください,29961,469
期末試験,"きまつしけん",読みを入力してください,29964,469
前傾姿勢,"ぜんけいしせい",読みを入力してください,29974,455
水分補給,"すいぶんほきゅう",読みを入力してください,29977,501
判断基準,"はんだんきじゅん",読みを入力してください,29985,507
身体検査,"しんたいけんさ",読みを入力してください,30013,343
自画自賛,"じがじさん",読みを入力してください,30036,415
最終兵器,"さいしゅうへいき",読みを入力してください,30039,250
恋愛関係,"れんあいかんけい",読みを入力してください,30048,287
現代社会,"げんだいしゃかい",読みを入力してください,30106,138
自己評価,"じこひょうか",読みを入力してください,30109,661
和気藹々,"わきあいあい",読みを入力してください,30127,1784
三日三晩,"みっかみばん",読みを入力してください,30145,368
侯爵夫人,"こうしゃくふじん",読みを入力してください,30162,611
二十四日,"にじゅうよっか,にじゅうよんにち,にじゅうよにち",読みを入力してください,30164,217
入学試験,"にゅうがくしけん",読みを入力してください,30170,246
最終段階,"さいしゅうだんかい",読みを入力してください,30216,286
相乗効果,"そうじょうこうか",読みを入力してください,30221,320
人身売買,"じんしんばいばい",読みを入力してください,30253,191
順風満帆,"じゅんぷうまんぱん,じゅんぷうまんぽ",読みを入力してください,30257,877
犯罪組織,"はんざいそしき",読みを入力してください,30282,558
予行演習,"よこうえんしゅう",読みを入力してください,30324,347
自然科学,"しぜんかがく",読みを入力してください,30336,237
液晶画面,"えきしょうがめん",読みを入力してください,30428,663
隠密行動,"おんみつこうどう",読みを入力してください,30442,298
存在理由,"そんざいりゆう",読みを入力してください,30449,229
全面戦争,"ぜんめんせんそう",読みを入力してください,30559,241
異端審問,"いたんしんもん",読みを入力してください,30574,581
世界平和,"せかいへいわ",読みを入力してください,30609,225
記念写真,"きねんしゃしん",読みを入力してください,30635,329
因果応報,"いんがおうほう",読みを入力してください,30649,411
森羅万象,"しんらばんしょう",読みを入力してください,30654,730
前提条件,"ぜんていじょうけん",読みを入力してください,30668,459
紆余曲折,"うよきょくせつ",読みを入力してください,30817,1291
