Question,Answers,Comment,Instructions,Render as
百合の花がほのかに__ニオウ__。,匂,匂う,送り仮名,Text
__ツツシンデ__御礼申し上げます。,謹,謹んで,送り仮名,Text
過去の過ちを__クイル__。,悔,悔いる,送り仮名,Text
__カンバシイ__においが台所に充満していた。,芳,芳しい,送り仮名,Text
大型車両の通行を__サマタゲル__。,妨,妨げる,送り仮名,Text
去年から髪を__ノバシテ__いる。,伸,伸ばして,送り仮名,Text
複数の学校に__アワセテ__志願する。,併,併せて,送り仮名,Text
若者たちが反旗を__ヒルガエス__。,翻,翻す,送り仮名,Text
家具をワックスで__ミガク__。,磨,磨く,送り仮名,Text
よく目を__コラシテ__見ると分かる。,凝,凝らして,送り仮名,Text
タバコで__ケムッタ__部屋を換気する。,煙,煙った,送り仮名,Text
人の首に賞金を__カケル__。,懸,懸ける,送り仮名,Text
長年住んだ土地を離れるのは名残__オシイ__。,惜,惜しい,送り仮名,Text
障害があって物事の進行が__トドコオル__。,滞,滞る,送り仮名,Text
彼の二連覇達成を__ハバム__。,阻,阻む,送り仮名,Text
彼の計画には__ヌカリ__がない。,抜,抜かり,送り仮名,Text
土地の支配者に__ミツギ__物をする。,貢,貢ぎ,送り仮名,Text
両者の実力には大きな__ヘダタリ__がある。,隔,隔たり,送り仮名,Text
顔を見るだけでも__ニクラシイ__。,憎,憎らしい,送り仮名,Text
大会に向けて__キタエル__。,鍛,鍛える,送り仮名,Text
またの機会に__サソッテ__ください。,誘,誘って,送り仮名,Text
長年秘めた胸の内を__アカス__。,明,明かす,送り仮名,Text
新入社員のための歓迎会を__モヨオス__。,催,催す,送り仮名,Text
彼は武器を__タズサエテ__戦地に赴く。,携,携えて,送り仮名,Text
行くか、__モシクハ__行かないかを選ぶ。,若,若しくは,送り仮名,Text
勉強をするために部屋に__コモル__。,籠,籠もる,送り仮名,Text
身を__ソラシテ__かわす。,反,反らして,送り仮名,Text
食べ物を塩に__ツケル__。,漬,漬ける,送り仮名,Text
今朝の寒さは身に__シミル__。,染,染みる,送り仮名,Text
残り時間が少なく__アセッテ__いる。,焦,焦って,送り仮名,Text
貧困国では子供たちが__ウエテ__いる。,飢,飢えて,送り仮名,Text
陛下に貢ぎ物を__タテマツル__。,奉,奉る,送り仮名,Text
相手の提示した条件に心が__ユラグ__。,揺,揺らぐ,送り仮名,Text
この公園は周辺住民の__イコイ__の場となっている。,憩,憩い,送り仮名,Text
土砂の中に遺跡が__ウモレテ__いる。,埋,埋もれて,送り仮名,Text
話しているうちに夜が__フケテ__しまった。,更,更けて,送り仮名,Text
娘は遠方に__トツイデ__いった。,嫁,嫁いで,送り仮名,Text
ついに長年の目標を__トゲル__。,遂,遂げる,送り仮名,Text
祭りの最後には、打ち上げ花火が夏の夜空を__イロドル__。,彩,彩る,送り仮名,Text
まだ__アワテル__ような時間ではない。,慌,慌てる,送り仮名,Text
祖国に忠誠を__チカウ__。,誓,誓う,送り仮名,Text
人は誰でも__アヤマチ__を犯す。,過,過ち,送り仮名,Text
日常的な家事が__ワズラワシイ__。,煩,煩わしい,送り仮名,Text
彼の食の好みはカ__タヨッテ__いる。,偏,偏って,送り仮名,Text
久しぶりの雨で田畑が__ウルオウ__。,潤,潤う,送り仮名,Text
時間や労力を__ツイヤス__。,費,費やす,送り仮名,Text
表紙が__スレテ__破れてしまった。,擦,擦れて,送り仮名,Text
雲行きが__アヤシク__なってきた。,怪,怪しく,送り仮名,Text
中学時代の恩師も歳をとってすっかり__フケテ__しまった。,老,老けて,送り仮名,Text
__ユルヤカナ__坂を上った先に家があります。,緩,緩やか,送り仮名,Text
欠点を取り__ツクロウ__。,繕,繕う,送り仮名,Text
ご注文を__ウケタマワリ__ます。,承,承り,送り仮名,Text
とても__カシコイ__子供達だ。,賢,賢い,送り仮名,Text
新規会員を__ツノル__。,募,募る,送り仮名,Text
植物の枝を針金で__タメル__。,矯,矯める,送り仮名,Text
水気を含んでいて__シメッポイ__。,湿,湿っぽい,送り仮名,Text
不必要な文字を__ケズル__。,削,削る,送り仮名,Text
自分の意志を__ツラヌク__。,貫,貫く,送り仮名,Text
不思議な力を持つ宝石が__アヤシク__光る。,妖,妖しく,送り仮名,Text
彼の仕打ちが__ウラメシイ__。,恨,恨めしい,送り仮名,Text
国を__スベル__君主を目指す。,統,統べる,送り仮名,Text
彼は歯__ナラビ__がとても綺麗だ。,並,並び,送り仮名,Text
地震で土手が__クズレ__た。,崩,崩れ,送り仮名,Text
他人の気持ちを__モテアソブ__ような行動は許されない。,弄,弄ぶ,送り仮名,Text
風船に空気を入れて__フクラマセ__る。,膨,膨らませ,送り仮名,Text
何事もなく__オダヤカナ__日々を過ごす。,穏,穏やかな,送り仮名,Text
年をとって身体が__オトロエテ__きた。,衰,衰えて,送り仮名,Text
外部に秘密が__モレテ__しまった。,漏,漏れて,送り仮名,Text
対応していただければ__サイワイ__です。,幸,幸い,送り仮名,Text
彼女は容姿等が優雅で__ウルワシイ__。,麗,麗しい,送り仮名,Text
私は腹をカ__カエテ__笑った。,抱,抱えて,送り仮名,Text
彼がこれほど自分勝手なことは__ナゲカワシイ__。,嘆,嘆かわしい,送り仮名,Text
健康を__ソコナウ__おそれがある。,損,損なう,送り仮名,Text
__コゴエル__ような寒さの中で試合は行われた。,凍,凍える,送り仮名,Text
名前が似ていて__マギラワシイ__。,紛,紛らわしい,送り仮名,Text
現代には精神病を__ワズラウ__若者が増加している。,患,患う,送り仮名,Text
神をも__オソレヌ__所業だ。,畏,畏れぬ,送り仮名,Text
